locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIANDKFB_00001	CDS	1191				hypothetical protein
PIANDKFB_00002	CDS	918				hypothetical protein
PIANDKFB_00003	CDS	312				hypothetical protein
PIANDKFB_00004	CDS	486				hypothetical protein
PIANDKFB_00005	CDS	1563				hypothetical protein
PIANDKFB_00006	CDS	1473				hypothetical protein
PIANDKFB_00007	CDS	729				hypothetical protein
PIANDKFB_00008	CDS	891	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
PIANDKFB_00009	CDS	1557				hypothetical protein
PIANDKFB_00010	CDS	1323				hypothetical protein
PIANDKFB_00011	CDS	921	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
PIANDKFB_00012	CDS	129				hypothetical protein
PIANDKFB_00013	CDS	954	xerD_1		COG4974	Tyrosine recombinase XerD
PIANDKFB_00014	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
PIANDKFB_00015	CDS	504	ccmC		COG0755	Heme exporter protein C
PIANDKFB_00016	CDS	144				hypothetical protein
PIANDKFB_00017	CDS	1074				hypothetical protein
PIANDKFB_00018	CDS	1377	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PIANDKFB_00019	CDS	558	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
PIANDKFB_00020	CDS	384	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PIANDKFB_00021	CDS	2181	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PIANDKFB_00022	CDS	309				hypothetical protein
PIANDKFB_00023	CDS	441	fur		COG0735	Ferric uptake regulation protein
PIANDKFB_00024	CDS	2235	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
PIANDKFB_00025	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
PIANDKFB_00026	tRNA	77				tRNA-Asp(gtc)
PIANDKFB_00027	CDS	1653	hutU	4.2.1.49		Urocanate hydratase
PIANDKFB_00028	CDS	1152				hypothetical protein
PIANDKFB_00029	CDS	642				hypothetical protein
PIANDKFB_00030	CDS	972	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PIANDKFB_00031	CDS	612	rpsD		COG0522	30S ribosomal protein S4
PIANDKFB_00032	CDS	1596				hypothetical protein
PIANDKFB_00033	CDS	909				hypothetical protein
PIANDKFB_00034	CDS	1050				hypothetical protein
PIANDKFB_00035	CDS	852	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
PIANDKFB_00036	CDS	885				hypothetical protein
PIANDKFB_00037	CDS	1584				hypothetical protein
PIANDKFB_00038	CDS	954				hypothetical protein
PIANDKFB_00039	CDS	831				hypothetical protein
PIANDKFB_00040	CDS	1275				hypothetical protein
PIANDKFB_00041	CDS	504				hypothetical protein
PIANDKFB_00042	CDS	708				hypothetical protein
PIANDKFB_00043	CDS	399				hypothetical protein
PIANDKFB_00044	CDS	639				hypothetical protein
PIANDKFB_00045	CDS	834	amn	3.2.2.4	COG0775	AMP nucleosidase
PIANDKFB_00046	CDS	3120	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PIANDKFB_00047	CDS	534	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
