locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAJJMOIK_00001	CDS	489				hypothetical protein
PAJJMOIK_00002	CDS	1056	zraR		COG2204	Transcriptional regulatory protein ZraR
PAJJMOIK_00003	CDS	831	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
PAJJMOIK_00004	CDS	1410	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
PAJJMOIK_00005	CDS	1548	egtB	1.14.99.50		Hercynine oxygenase
PAJJMOIK_00006	CDS	990	gltX	6.1.1.17		Glutamate--tRNA ligase
PAJJMOIK_00007	CDS	627	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
PAJJMOIK_00008	CDS	1212	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
PAJJMOIK_00009	CDS	279				hypothetical protein
PAJJMOIK_00010	CDS	486				hypothetical protein
PAJJMOIK_00011	CDS	525				hypothetical protein
PAJJMOIK_00012	CDS	465				hypothetical protein
PAJJMOIK_00013	CDS	1098	kynU	3.7.1.3		Kynureninase
PAJJMOIK_00014	CDS	1902	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
PAJJMOIK_00015	CDS	522	apt	2.4.2.7		Adenine phosphoribosyltransferase
PAJJMOIK_00016	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PAJJMOIK_00017	CDS	2856			COG0247	putative protein
PAJJMOIK_00018	CDS	426				hypothetical protein
PAJJMOIK_00019	CDS	1779				hypothetical protein
PAJJMOIK_00020	CDS	651				hypothetical protein
PAJJMOIK_00021	CDS	1521	araC	4.2.1.25		L-arabonate dehydratase
PAJJMOIK_00022	CDS	768		1.1.1.390		Sulfoquinovose 1-dehydrogenase
PAJJMOIK_00023	CDS	363				hypothetical protein
PAJJMOIK_00024	CDS	1101	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
PAJJMOIK_00025	CDS	1194	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PAJJMOIK_00026	CDS	93				hypothetical protein
PAJJMOIK_00027	CDS	525				hypothetical protein
PAJJMOIK_00028	CDS	426				hypothetical protein
PAJJMOIK_00029	CDS	1248				hypothetical protein
PAJJMOIK_00030	CDS	495				hypothetical protein
PAJJMOIK_00031	CDS	1026	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
PAJJMOIK_00032	CDS	1041	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
PAJJMOIK_00033	CDS	99				hypothetical protein
PAJJMOIK_00034	CDS	396				hypothetical protein
PAJJMOIK_00035	CDS	249				hypothetical protein
PAJJMOIK_00036	CDS	375	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
PAJJMOIK_00037	CDS	1731	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
PAJJMOIK_00038	CDS	471	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
PAJJMOIK_00039	CDS	1050		1.17.1.9		Putative formate dehydrogenase
PAJJMOIK_00040	CDS	411				hypothetical protein
PAJJMOIK_00041	CDS	243				hypothetical protein
PAJJMOIK_00042	CDS	513				hypothetical protein
PAJJMOIK_00043	CDS	372	trxA			Thioredoxin 1
PAJJMOIK_00044	CDS	888				hypothetical protein
PAJJMOIK_00045	CDS	1476	ifcA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
PAJJMOIK_00046	CDS	1869	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PAJJMOIK_00047	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
PAJJMOIK_00048	CDS	288				hypothetical protein
PAJJMOIK_00049	CDS	582	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PAJJMOIK_00050	CDS	585	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PAJJMOIK_00051	CDS	1626	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
PAJJMOIK_00052	CDS	633	upp	2.4.2.9		Uracil phosphoribosyltransferase
PAJJMOIK_00053	CDS	201				hypothetical protein
PAJJMOIK_00054	CDS	1359	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
PAJJMOIK_00055	CDS	336				hypothetical protein
PAJJMOIK_00056	CDS	258				hypothetical protein
PAJJMOIK_00057	CDS	639				hypothetical protein
PAJJMOIK_00058	CDS	483				hypothetical protein
PAJJMOIK_00059	CDS	849	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
PAJJMOIK_00060	CDS	1194	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
PAJJMOIK_00061	CDS	414	hldE		COG2870	Bifunctional protein HldE
PAJJMOIK_00062	CDS	936	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
PAJJMOIK_00063	CDS	513				hypothetical protein
PAJJMOIK_00064	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
PAJJMOIK_00065	CDS	297				hypothetical protein
PAJJMOIK_00066	CDS	651	gntR_1			putative D-xylose utilization operon transcriptional repressor
PAJJMOIK_00067	CDS	972				hypothetical protein
PAJJMOIK_00068	CDS	462				hypothetical protein
PAJJMOIK_00069	CDS	1479				hypothetical protein
PAJJMOIK_00070	CDS	222				hypothetical protein
PAJJMOIK_00071	CDS	1182	iscS	2.8.1.7		Cysteine desulfurase IscS
PAJJMOIK_00072	CDS	465				hypothetical protein
PAJJMOIK_00073	CDS	324				hypothetical protein
PAJJMOIK_00074	CDS	993				hypothetical protein
PAJJMOIK_00075	CDS	300				hypothetical protein
PAJJMOIK_00076	CDS	1269	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PAJJMOIK_00077	CDS	696	ccmC		COG0755	Heme exporter protein C
PAJJMOIK_00078	CDS	150				hypothetical protein
PAJJMOIK_00079	CDS	438	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
PAJJMOIK_00080	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
PAJJMOIK_00081	CDS	699	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
