locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKBFEILL_00001	CDS	747				hypothetical protein
HKBFEILL_00002	CDS	1641	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
HKBFEILL_00003	CDS	648	glmU	2.7.7.23		Bifunctional protein GlmU
HKBFEILL_00004	CDS	237				hypothetical protein
HKBFEILL_00005	CDS	288				hypothetical protein
HKBFEILL_00006	CDS	318				hypothetical protein
HKBFEILL_00007	CDS	630				hypothetical protein
HKBFEILL_00008	CDS	768				hypothetical protein
HKBFEILL_00009	CDS	198				hypothetical protein
HKBFEILL_00010	CDS	435				hypothetical protein
HKBFEILL_00011	CDS	531	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
HKBFEILL_00012	CDS	840				hypothetical protein
HKBFEILL_00013	CDS	261				hypothetical protein
HKBFEILL_00014	CDS	213				hypothetical protein
HKBFEILL_00015	CDS	1626				hypothetical protein
HKBFEILL_00016	CDS	1836				hypothetical protein
HKBFEILL_00017	CDS	651				hypothetical protein
HKBFEILL_00018	CDS	1287				hypothetical protein
HKBFEILL_00019	CDS	1251				hypothetical protein
HKBFEILL_00020	CDS	174				hypothetical protein
HKBFEILL_00021	CDS	393				hypothetical protein
HKBFEILL_00022	CDS	183				hypothetical protein
HKBFEILL_00023	CDS	1311				hypothetical protein
HKBFEILL_00024	CDS	888				hypothetical protein
HKBFEILL_00025	CDS	216				hypothetical protein
HKBFEILL_00026	CDS	1716				hypothetical protein
HKBFEILL_00027	CDS	984	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
HKBFEILL_00028	CDS	1422				hypothetical protein
HKBFEILL_00029	CDS	537	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
HKBFEILL_00030	CDS	1230				hypothetical protein
HKBFEILL_00031	CDS	243				hypothetical protein
HKBFEILL_00032	CDS	978				hypothetical protein
HKBFEILL_00033	CDS	1320	ydfJ		COG2409	Membrane protein YdfJ
HKBFEILL_00034	CDS	1449				hypothetical protein
HKBFEILL_00035	CDS	789	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
HKBFEILL_00036	CDS	696				hypothetical protein
HKBFEILL_00037	CDS	615				hypothetical protein
HKBFEILL_00038	CDS	1140				hypothetical protein
HKBFEILL_00039	CDS	420				hypothetical protein
HKBFEILL_00040	CDS	981				hypothetical protein
HKBFEILL_00041	CDS	483				hypothetical protein
HKBFEILL_00042	CDS	225				hypothetical protein
HKBFEILL_00043	CDS	198				hypothetical protein
HKBFEILL_00044	CDS	1107	xerC			Tyrosine recombinase XerC
HKBFEILL_00045	CDS	1263	gshB	6.3.2.3		Glutathione synthetase
HKBFEILL_00046	CDS	1560				hypothetical protein
HKBFEILL_00047	CDS	324	trxA		COG0526	Thioredoxin 1
HKBFEILL_00048	CDS	681	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
HKBFEILL_00049	CDS	1413	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HKBFEILL_00050	CDS	816	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
HKBFEILL_00051	CDS	846				hypothetical protein
HKBFEILL_00052	CDS	282				hypothetical protein
HKBFEILL_00053	CDS	315	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
HKBFEILL_00054	CDS	450				hypothetical protein
HKBFEILL_00055	CDS	2787				hypothetical protein
HKBFEILL_00056	CDS	438				hypothetical protein
