locus_tag	ftype	length_bp	gene	EC_number	COG	product
JNDNEHFB_00001	CDS	1464				hypothetical protein
JNDNEHFB_00002	CDS	897	acuC			Acetoin utilization protein AcuC
JNDNEHFB_00003	CDS	1449	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
JNDNEHFB_00004	CDS	1197				hypothetical protein
JNDNEHFB_00005	CDS	660	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
JNDNEHFB_00006	CDS	498	prfB_1			Peptide chain release factor 2
JNDNEHFB_00007	CDS	1107				hypothetical protein
JNDNEHFB_00008	CDS	1203	bamB_1			Outer membrane protein assembly factor BamB
JNDNEHFB_00009	CDS	573	guaD	3.5.4.3	COG0590	Guanine deaminase
JNDNEHFB_00010	CDS	1356				hypothetical protein
JNDNEHFB_00011	CDS	669				hypothetical protein
JNDNEHFB_00012	CDS	390				hypothetical protein
JNDNEHFB_00013	CDS	399				hypothetical protein
JNDNEHFB_00014	CDS	666			COG1073	putative protein
JNDNEHFB_00015	CDS	723				hypothetical protein
JNDNEHFB_00016	CDS	1425				hypothetical protein
JNDNEHFB_00017	CDS	3294	mdtC		COG0841	Multidrug resistance protein MdtC
JNDNEHFB_00018	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
JNDNEHFB_00019	CDS	585		3.2.2.-		Putative 3-methyladenine DNA glycosylase
JNDNEHFB_00020	CDS	633	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
JNDNEHFB_00021	CDS	192				hypothetical protein
JNDNEHFB_00022	CDS	1116				hypothetical protein
JNDNEHFB_00023	CDS	396				hypothetical protein
JNDNEHFB_00024	CDS	522				hypothetical protein
JNDNEHFB_00025	CDS	1182				hypothetical protein
JNDNEHFB_00026	CDS	840	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
JNDNEHFB_00027	CDS	672	mqnB_1	3.2.2.26		Futalosine hydrolase
JNDNEHFB_00028	CDS	945				hypothetical protein
JNDNEHFB_00029	CDS	738				hypothetical protein
JNDNEHFB_00030	CDS	1461	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
JNDNEHFB_00031	CDS	1146				hypothetical protein
JNDNEHFB_00032	CDS	1413				hypothetical protein
JNDNEHFB_00033	CDS	879				hypothetical protein
JNDNEHFB_00034	CDS	1122				hypothetical protein
JNDNEHFB_00035	CDS	1272				hypothetical protein
JNDNEHFB_00036	CDS	807	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JNDNEHFB_00037	CDS	1410				hypothetical protein
JNDNEHFB_00038	CDS	399	dksA_1			RNA polymerase-binding transcription factor DksA
JNDNEHFB_00039	CDS	579	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
JNDNEHFB_00040	CDS	807	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
JNDNEHFB_00041	CDS	1473				hypothetical protein
JNDNEHFB_00042	CDS	444				hypothetical protein
JNDNEHFB_00043	CDS	321				hypothetical protein
JNDNEHFB_00044	CDS	267	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
JNDNEHFB_00045	CDS	1572	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
JNDNEHFB_00046	CDS	1494	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
JNDNEHFB_00047	CDS	1239			COG1373	putative protein
JNDNEHFB_00048	CDS	1350	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
JNDNEHFB_00049	CDS	999				hypothetical protein
JNDNEHFB_00050	CDS	2046				hypothetical protein
JNDNEHFB_00051	CDS	1278				hypothetical protein
JNDNEHFB_00052	CDS	381				hypothetical protein
JNDNEHFB_00053	CDS	1026				hypothetical protein
JNDNEHFB_00054	CDS	681				hypothetical protein
JNDNEHFB_00055	CDS	3696	ccsA			Cytochrome c biogenesis protein CcsA
JNDNEHFB_00056	CDS	2778				hypothetical protein
JNDNEHFB_00057	CDS	921	prmC	2.1.1.297		Release factor glutamine methyltransferase
JNDNEHFB_00058	CDS	1083	prfA		COG0216	Peptide chain release factor 1
JNDNEHFB_00059	CDS	264				hypothetical protein
JNDNEHFB_00060	CDS	1710				hypothetical protein
JNDNEHFB_00061	CDS	840	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
JNDNEHFB_00062	CDS	120				hypothetical protein
JNDNEHFB_00063	tRNA	75				tRNA-Thr(cgt)
JNDNEHFB_00064	CDS	1329	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
JNDNEHFB_00065	CDS	1107				hypothetical protein
JNDNEHFB_00066	CDS	1857				hypothetical protein
JNDNEHFB_00067	CDS	318				hypothetical protein
JNDNEHFB_00068	CDS	2379				hypothetical protein
JNDNEHFB_00069	CDS	612	tolQ_1		COG0811	Tol-Pal system protein TolQ
JNDNEHFB_00070	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
JNDNEHFB_00071	CDS	1623				hypothetical protein
JNDNEHFB_00072	CDS	240	tatA			Sec-independent protein translocase protein TatA
