locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAJBEEMI_00001	CDS	1131	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
AAJBEEMI_00002	CDS	1023	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
AAJBEEMI_00003	CDS	939	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AAJBEEMI_00004	CDS	870	linB_1	3.8.1.5		Haloalkane dehalogenase
AAJBEEMI_00005	CDS	837				hypothetical protein
AAJBEEMI_00006	CDS	2445	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
AAJBEEMI_00007	CDS	1296	thrC_1	4.2.3.1	COG0498	Threonine synthase
AAJBEEMI_00008	CDS	789	tatD_1	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
AAJBEEMI_00009	CDS	741				hypothetical protein
AAJBEEMI_00010	CDS	2598	acn_1	4.2.1.3	COG1048	Aconitate hydratase A
AAJBEEMI_00011	CDS	1092	mnmA_1	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
AAJBEEMI_00012	CDS	453		2.3.1.-		Acetyltransferase
AAJBEEMI_00013	CDS	1365	purB_1	4.3.2.2	COG0015	Adenylosuccinate lyase
AAJBEEMI_00014	CDS	1377	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
AAJBEEMI_00015	CDS	489	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
AAJBEEMI_00016	CDS	900				hypothetical protein
AAJBEEMI_00017	CDS	393	rpsI_1		COG0103	30S ribosomal protein S9
AAJBEEMI_00018	CDS	429	rplM_1		COG0102	50S ribosomal protein L13
AAJBEEMI_00019	CDS	681	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
AAJBEEMI_00020	CDS	876	purC_1	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AAJBEEMI_00021	CDS	1314	pmbA_1	3.4.-.-	COG0312	Metalloprotease PmbA
AAJBEEMI_00022	CDS	537	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AAJBEEMI_00023	CDS	1437	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
AAJBEEMI_00024	CDS	783	nit1_1	3.5.1.128		Deaminated glutathione amidase
AAJBEEMI_00025	CDS	504				hypothetical protein
AAJBEEMI_00026	CDS	477	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
AAJBEEMI_00027	CDS	576	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
AAJBEEMI_00028	CDS	858	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
AAJBEEMI_00029	CDS	585	trmB_1	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AAJBEEMI_00030	CDS	1494	gltB_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AAJBEEMI_00031	CDS	2412	gltA_1	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
AAJBEEMI_00032	CDS	1317	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
AAJBEEMI_00033	CDS	927	ephA	3.3.2.10		Epoxide hydrolase A
AAJBEEMI_00034	CDS	648	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
AAJBEEMI_00035	CDS	1206	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
AAJBEEMI_00036	CDS	579				hypothetical protein
AAJBEEMI_00037	CDS	540		2.1.1.6	COG4122	Catechol O-methyltransferase
AAJBEEMI_00038	CDS	372				hypothetical protein
AAJBEEMI_00039	CDS	585				hypothetical protein
AAJBEEMI_00040	CDS	966				hypothetical protein
AAJBEEMI_00041	CDS	300				hypothetical protein
AAJBEEMI_00042	CDS	456	hisI_1	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
AAJBEEMI_00043	CDS	1356	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
AAJBEEMI_00044	CDS	414	sufE_1		COG2166	Cysteine desulfuration protein SufE
AAJBEEMI_00045	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
AAJBEEMI_00046	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
AAJBEEMI_00047	CDS	390				hypothetical protein
AAJBEEMI_00048	CDS	324			COG1146	Ferredoxin 1
AAJBEEMI_00049	CDS	642	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
AAJBEEMI_00050	CDS	915	xerD		COG4974	Tyrosine recombinase XerD
AAJBEEMI_00051	CDS	768				hypothetical protein
AAJBEEMI_00052	CDS	1266				hypothetical protein
AAJBEEMI_00053	CDS	567				hypothetical protein
AAJBEEMI_00054	CDS	405				hypothetical protein
AAJBEEMI_00055	CDS	1458	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
AAJBEEMI_00056	CDS	783				hypothetical protein
AAJBEEMI_00057	CDS	777	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
AAJBEEMI_00058	CDS	597	yuaD			Putative metal-sulfur cluster biosynthesis proteins YuaD
AAJBEEMI_00059	CDS	384	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AAJBEEMI_00060	CDS	570				hypothetical protein
AAJBEEMI_00061	CDS	339				hypothetical protein
AAJBEEMI_00062	CDS	669				hypothetical protein
AAJBEEMI_00063	CDS	336				hypothetical protein
AAJBEEMI_00064	CDS	312	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
AAJBEEMI_00065	CDS	390	dnaQ_1	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AAJBEEMI_00066	CDS	1371			COG1055	putative transporter
AAJBEEMI_00067	CDS	1356	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
AAJBEEMI_00068	CDS	495				hypothetical protein
AAJBEEMI_00069	CDS	249				hypothetical protein
AAJBEEMI_00070	CDS	939				hypothetical protein
AAJBEEMI_00071	CDS	1329	nanT_1			Sialic acid transporter NanT
AAJBEEMI_00072	CDS	432				hypothetical protein
AAJBEEMI_00073	CDS	468				hypothetical protein
AAJBEEMI_00074	CDS	291				hypothetical protein
AAJBEEMI_00075	CDS	501				hypothetical protein
AAJBEEMI_00076	CDS	906				hypothetical protein
AAJBEEMI_00077	CDS	1104	amiE	3.5.1.4		Aliphatic amidase
AAJBEEMI_00078	CDS	2496	btuB_1			Vitamin B12 transporter BtuB
AAJBEEMI_00079	CDS	807				hypothetical protein
AAJBEEMI_00080	CDS	270	acyP	3.6.1.7	COG1254	Acylphosphatase
AAJBEEMI_00081	CDS	1017	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
AAJBEEMI_00082	CDS	801				hypothetical protein
AAJBEEMI_00083	CDS	1023				hypothetical protein
AAJBEEMI_00084	CDS	978				hypothetical protein
AAJBEEMI_00085	CDS	693			COG2968	26 kDa periplasmic immunogenic protein
AAJBEEMI_00086	CDS	198				hypothetical protein
AAJBEEMI_00087	CDS	468				hypothetical protein
AAJBEEMI_00088	CDS	468				hypothetical protein
AAJBEEMI_00089	CDS	534				hypothetical protein
AAJBEEMI_00090	CDS	618	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AAJBEEMI_00091	CDS	813	thiK	2.7.1.89		Thiamine kinase
AAJBEEMI_00092	CDS	561	pnuC		COG3201	Nicotinamide riboside transporter PnuC
AAJBEEMI_00093	CDS	618				hypothetical protein
AAJBEEMI_00094	CDS	606				hypothetical protein
AAJBEEMI_00095	CDS	1827	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AAJBEEMI_00096	CDS	702	glmU_1			Bifunctional protein GlmU
AAJBEEMI_00097	CDS	549	neoD	2.4.1.283		2-deoxystreptamine N-acetyl-D-glucosaminyltransferase
AAJBEEMI_00098	CDS	963	tdcB	4.3.1.19		L-threonine dehydratase catabolic TdcB
AAJBEEMI_00099	CDS	948	arcB	1.5.1.49		Delta(1)-pyrroline-2-carboxylate reductase
AAJBEEMI_00100	CDS	396				hypothetical protein
AAJBEEMI_00101	CDS	282				hypothetical protein
AAJBEEMI_00102	CDS	324				hypothetical protein
AAJBEEMI_00103	CDS	1194	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
AAJBEEMI_00104	tRNA	78				tRNA-Asp(gtc)
AAJBEEMI_00105	CDS	1950	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
AAJBEEMI_00106	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
AAJBEEMI_00107	CDS	495				hypothetical protein
AAJBEEMI_00108	CDS	705	smtA	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
AAJBEEMI_00109	CDS	861				hypothetical protein
AAJBEEMI_00110	CDS	2607	btuB_2			Vitamin B12 transporter BtuB
AAJBEEMI_00111	CDS	621				hypothetical protein
AAJBEEMI_00112	CDS	312				hypothetical protein
AAJBEEMI_00113	CDS	990	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AAJBEEMI_00114	CDS	786	bamD		COG4105	Outer membrane protein assembly factor BamD
AAJBEEMI_00115	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
AAJBEEMI_00116	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
AAJBEEMI_00117	CDS	603	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
AAJBEEMI_00118	CDS	756	zapD		COG4582	Cell division protein ZapD
AAJBEEMI_00119	CDS	2748	secA		COG0653	Protein translocase subunit SecA
AAJBEEMI_00120	CDS	1197				hypothetical protein
AAJBEEMI_00121	CDS	837				hypothetical protein
AAJBEEMI_00122	CDS	468		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
AAJBEEMI_00123	CDS	762	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
AAJBEEMI_00124	CDS	1671	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AAJBEEMI_00125	CDS	474	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
AAJBEEMI_00126	CDS	942	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
AAJBEEMI_00127	CDS	435	nusB			Transcription antitermination protein NusB
AAJBEEMI_00128	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
AAJBEEMI_00129	CDS	438	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
AAJBEEMI_00130	CDS	1149	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
AAJBEEMI_00131	CDS	588	ribE	2.5.1.9		Riboflavin synthase
AAJBEEMI_00132	CDS	714	ribD		COG0117	Riboflavin biosynthesis protein RibD
AAJBEEMI_00133	CDS	1260	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AAJBEEMI_00134	CDS	543	idi_1	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
AAJBEEMI_00135	CDS	1788	galK_1	2.7.1.6		Galactokinase
AAJBEEMI_00136	CDS	468				hypothetical protein
AAJBEEMI_00137	CDS	714				hypothetical protein
AAJBEEMI_00138	CDS	387	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
AAJBEEMI_00139	CDS	741	pdxJ_1	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
AAJBEEMI_00140	CDS	270				hypothetical protein
AAJBEEMI_00141	CDS	2373				hypothetical protein
AAJBEEMI_00142	CDS	1362	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
AAJBEEMI_00143	CDS	456	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
AAJBEEMI_00144	CDS	513				hypothetical protein
AAJBEEMI_00145	CDS	1239				hypothetical protein
AAJBEEMI_00146	CDS	636				hypothetical protein
AAJBEEMI_00147	CDS	930	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
AAJBEEMI_00148	CDS	1254	ade	3.5.4.2		Adenine deaminase
AAJBEEMI_00149	CDS	2388	btuB_3			Vitamin B12 transporter BtuB
AAJBEEMI_00150	CDS	1143				hypothetical protein
AAJBEEMI_00151	tRNA	77				tRNA-Val(gac)
AAJBEEMI_00152	CDS	330				hypothetical protein
AAJBEEMI_00153	CDS	2037	uvrB		COG0556	UvrABC system protein B
AAJBEEMI_00154	CDS	1182	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
AAJBEEMI_00155	tRNA	76				tRNA-Asn(gtt)
AAJBEEMI_00156	CDS	405	hldE	2.7.7.70		Bifunctional protein HldE
AAJBEEMI_00157	CDS	906	lapB		COG2956	Lipopolysaccharide assembly protein B
AAJBEEMI_00158	CDS	255				hypothetical protein
AAJBEEMI_00159	CDS	372				hypothetical protein
AAJBEEMI_00160	CDS	789	ygfZ			tRNA-modifying protein YgfZ
AAJBEEMI_00161	CDS	846				hypothetical protein
AAJBEEMI_00162	CDS	603	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AAJBEEMI_00163	CDS	285				hypothetical protein
AAJBEEMI_00164	CDS	1494	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
AAJBEEMI_00165	CDS	1020	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
AAJBEEMI_00166	CDS	459	dksA		COG1734	RNA polymerase-binding transcription factor DksA
AAJBEEMI_00167	CDS	387	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
AAJBEEMI_00168	CDS	1458	selO_1	2.7.7.-	COG0397	Protein adenylyltransferase SelO
AAJBEEMI_00169	CDS	357	nfdA_1	3.5.1.91		N-substituted formamide deformylase
AAJBEEMI_00170	CDS	1218	surA_1	5.2.1.8		Chaperone SurA
AAJBEEMI_00171	CDS	786	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
AAJBEEMI_00172	CDS	444	rnhA	3.1.26.4	COG0328	Ribonuclease HI
AAJBEEMI_00173	CDS	693	dnaQ_2	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
AAJBEEMI_00174	CDS	951				hypothetical protein
AAJBEEMI_00175	CDS	807				hypothetical protein
AAJBEEMI_00176	CDS	762				hypothetical protein
AAJBEEMI_00177	CDS	1350	yjmB		COG2211	putative symporter YjmB
AAJBEEMI_00178	CDS	591				hypothetical protein
AAJBEEMI_00179	CDS	393				hypothetical protein
AAJBEEMI_00180	tRNA	91				tRNA-Ser(gct)
AAJBEEMI_00181	CDS	303				hypothetical protein
AAJBEEMI_00182	CDS	1710	nfdA_2	3.5.1.91		N-substituted formamide deformylase
AAJBEEMI_00183	CDS	1458	selO_2	2.7.7.-	COG0397	Protein adenylyltransferase SelO
AAJBEEMI_00184	CDS	1278				hypothetical protein
AAJBEEMI_00185	CDS	819	pheA			Bifunctional chorismate mutase/prephenate dehydratase
AAJBEEMI_00186	CDS	1191	serA_1	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
AAJBEEMI_00187	CDS	567	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
AAJBEEMI_00188	CDS	204				hypothetical protein
AAJBEEMI_00189	CDS	1416	hutI_1	3.5.2.7		Imidazolonepropionase
AAJBEEMI_00190	CDS	801	corC		COG4535	Magnesium and cobalt efflux protein CorC
AAJBEEMI_00191	CDS	468	ybeY	3.1.-.-		Endoribonuclease YbeY
AAJBEEMI_00192	CDS	963	ybeZ		COG1702	PhoH-like protein
AAJBEEMI_00193	CDS	1284	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AAJBEEMI_00194	CDS	432	ssb		COG0629	Single-stranded DNA-binding protein
AAJBEEMI_00195	CDS	2820	uvrA		COG0178	UvrABC system protein A
AAJBEEMI_00196	CDS	1002	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AAJBEEMI_00197	CDS	711				hypothetical protein
AAJBEEMI_00198	CDS	1506	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
AAJBEEMI_00199	CDS	498				hypothetical protein
AAJBEEMI_00200	CDS	1263	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AAJBEEMI_00201	CDS	483		1.11.1.15		Peroxiredoxin
AAJBEEMI_00202	CDS	999	curA_1	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
AAJBEEMI_00203	CDS	429	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
AAJBEEMI_00204	CDS	1638	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
AAJBEEMI_00205	CDS	432				hypothetical protein
AAJBEEMI_00206	CDS	636	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
