locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNBGGFK_00001	CDS	669				hypothetical protein
PLNBGGFK_00002	CDS	660	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PLNBGGFK_00003	CDS	519	yrdA		COG0663	Protein YrdA
PLNBGGFK_00004	CDS	882	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
PLNBGGFK_00005	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
PLNBGGFK_00006	CDS	591	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
PLNBGGFK_00007	CDS	390	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
PLNBGGFK_00008	CDS	1053				hypothetical protein
PLNBGGFK_00009	CDS	1056		5.1.1.-	COG4948	L-Lys-D/L-Arg epimerase
PLNBGGFK_00010	CDS	588				hypothetical protein
PLNBGGFK_00011	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
PLNBGGFK_00012	CDS	669			COG0325	Pyridoxal phosphate homeostasis protein
PLNBGGFK_00013	CDS	870	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PLNBGGFK_00014	CDS	969	pyrB	2.1.3.2		Aspartate carbamoyltransferase
PLNBGGFK_00015	CDS	426	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PLNBGGFK_00016	CDS	600				hypothetical protein
PLNBGGFK_00017	CDS	792	gshB	6.3.2.3	COG0189	Glutathione synthetase
PLNBGGFK_00018	CDS	417				hypothetical protein
PLNBGGFK_00019	CDS	771				hypothetical protein
PLNBGGFK_00020	CDS	804	apbC		COG0489	Iron-sulfur cluster carrier protein
PLNBGGFK_00021	CDS	885				hypothetical protein
PLNBGGFK_00022	CDS	786				hypothetical protein
PLNBGGFK_00023	CDS	639	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
PLNBGGFK_00024	CDS	1260				hypothetical protein
PLNBGGFK_00025	CDS	2748	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PLNBGGFK_00026	CDS	435				hypothetical protein
PLNBGGFK_00027	CDS	486	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
PLNBGGFK_00028	CDS	735				hypothetical protein
PLNBGGFK_00029	CDS	456				hypothetical protein
PLNBGGFK_00030	CDS	1488	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
PLNBGGFK_00031	CDS	528	murJ		COG0728	putative lipid II flippase MurJ
PLNBGGFK_00032	CDS	492				hypothetical protein
PLNBGGFK_00033	CDS	171				hypothetical protein
PLNBGGFK_00034	CDS	687				hypothetical protein
PLNBGGFK_00035	CDS	459				hypothetical protein
PLNBGGFK_00036	CDS	453				hypothetical protein
PLNBGGFK_00037	CDS	405				hypothetical protein
PLNBGGFK_00038	CDS	816	dhmA_1	3.8.1.5		Haloalkane dehalogenase
PLNBGGFK_00039	CDS	564	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PLNBGGFK_00040	CDS	513				hypothetical protein
PLNBGGFK_00041	CDS	477	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
PLNBGGFK_00042	CDS	984	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
PLNBGGFK_00043	CDS	807	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
PLNBGGFK_00044	CDS	1191	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
PLNBGGFK_00045	CDS	621	lipB	2.3.1.181	COG0321	Octanoyltransferase
