locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLDAJEOL_00001	CDS	651				hypothetical protein
DLDAJEOL_00002	CDS	687				hypothetical protein
DLDAJEOL_00003	CDS	312				hypothetical protein
DLDAJEOL_00004	CDS	390				hypothetical protein
DLDAJEOL_00005	CDS	3807				hypothetical protein
DLDAJEOL_00006	CDS	183				hypothetical protein
DLDAJEOL_00007	CDS	120				hypothetical protein
DLDAJEOL_00008	CDS	972	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
DLDAJEOL_00009	CDS	741	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
DLDAJEOL_00010	CDS	1461				hypothetical protein
DLDAJEOL_00011	CDS	1005	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DLDAJEOL_00012	CDS	204				hypothetical protein
DLDAJEOL_00013	CDS	576				hypothetical protein
DLDAJEOL_00014	CDS	342				hypothetical protein
DLDAJEOL_00015	CDS	882	hslO		COG1281	33 kDa chaperonin
DLDAJEOL_00016	CDS	1206				hypothetical protein
DLDAJEOL_00017	CDS	636	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
DLDAJEOL_00018	CDS	369				hypothetical protein
DLDAJEOL_00019	CDS	1302	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DLDAJEOL_00020	CDS	960				hypothetical protein
DLDAJEOL_00021	CDS	270				hypothetical protein
DLDAJEOL_00022	CDS	1221	ubiM	1.14.13.-		Ubiquinone hydroxylase UbiM
DLDAJEOL_00023	CDS	1563	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DLDAJEOL_00024	CDS	297	fis			DNA-binding protein Fis
DLDAJEOL_00025	CDS	987	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
DLDAJEOL_00026	CDS	765				hypothetical protein
DLDAJEOL_00027	CDS	891	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
DLDAJEOL_00028	CDS	1341	accC	6.3.4.14	COG0439	Biotin carboxylase
DLDAJEOL_00029	CDS	465	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DLDAJEOL_00030	CDS	432	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
DLDAJEOL_00031	CDS	591	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
DLDAJEOL_00032	CDS	2373	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
DLDAJEOL_00033	CDS	327	cutA		COG1324	Divalent-cation tolerance protein CutA
DLDAJEOL_00034	CDS	444				hypothetical protein
DLDAJEOL_00035	CDS	990	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
DLDAJEOL_00036	CDS	1239				hypothetical protein
DLDAJEOL_00037	CDS	291	groS		COG0234	10 kDa chaperonin
DLDAJEOL_00038	CDS	1644	groL		COG0459	60 kDa chaperonin
DLDAJEOL_00039	CDS	2829	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
DLDAJEOL_00040	CDS	90				hypothetical protein
DLDAJEOL_00041	CDS	1092	apbC		COG0489	Iron-sulfur cluster carrier protein
DLDAJEOL_00042	CDS	2145	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
DLDAJEOL_00043	CDS	582	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
DLDAJEOL_00044	CDS	558	rnfB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
DLDAJEOL_00045	CDS	1599	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
DLDAJEOL_00046	CDS	1044	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
DLDAJEOL_00047	CDS	678	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
DLDAJEOL_00048	CDS	687	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
DLDAJEOL_00049	CDS	633	nth	4.2.99.18	COG0177	Endonuclease III
DLDAJEOL_00050	CDS	426				hypothetical protein
DLDAJEOL_00051	CDS	312				hypothetical protein
DLDAJEOL_00052	CDS	861				hypothetical protein
DLDAJEOL_00053	CDS	792				hypothetical protein
DLDAJEOL_00054	CDS	567				hypothetical protein
DLDAJEOL_00055	CDS	321				hypothetical protein
DLDAJEOL_00056	CDS	1794	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DLDAJEOL_00057	CDS	345				hypothetical protein
DLDAJEOL_00058	CDS	2160				hypothetical protein
DLDAJEOL_00059	CDS	543				hypothetical protein
DLDAJEOL_00060	CDS	1029	mdtA_1			Multidrug resistance protein MdtA
DLDAJEOL_00061	CDS	3093	mdtC_1		COG0841	Multidrug resistance protein MdtC
DLDAJEOL_00062	CDS	1446	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
DLDAJEOL_00063	CDS	198				hypothetical protein
DLDAJEOL_00064	CDS	2265	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
DLDAJEOL_00065	CDS	525	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
DLDAJEOL_00066	CDS	690	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
DLDAJEOL_00067	CDS	993	hmuU		COG0609	Hemin transport system permease protein HmuU
DLDAJEOL_00068	CDS	804	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
DLDAJEOL_00069	CDS	216				hypothetical protein
DLDAJEOL_00070	CDS	435				hypothetical protein
DLDAJEOL_00071	CDS	468				hypothetical protein
DLDAJEOL_00072	CDS	570				hypothetical protein
DLDAJEOL_00073	CDS	2625	clpB		COG0542	Chaperone protein ClpB
DLDAJEOL_00074	CDS	522	def2	3.5.1.88	COG0242	Peptide deformylase 2
DLDAJEOL_00075	CDS	531				hypothetical protein
DLDAJEOL_00076	CDS	765	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
DLDAJEOL_00077	CDS	1053	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
DLDAJEOL_00078	CDS	816	bamD		COG4105	Outer membrane protein assembly factor BamD
DLDAJEOL_00079	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
DLDAJEOL_00080	CDS	1596	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DLDAJEOL_00081	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DLDAJEOL_00082	CDS	1161	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DLDAJEOL_00083	CDS	1620	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DLDAJEOL_00084	CDS	1377	zraR		COG2204	Transcriptional regulatory protein ZraR
DLDAJEOL_00085	CDS	276				hypothetical protein
DLDAJEOL_00086	CDS	138				hypothetical protein
DLDAJEOL_00087	CDS	1110				hypothetical protein
DLDAJEOL_00088	CDS	984	mch	3.5.4.27	COG3252	Methenyltetrahydromethanopterin cyclohydrolase
DLDAJEOL_00089	CDS	909				hypothetical protein
DLDAJEOL_00090	CDS	960				hypothetical protein
DLDAJEOL_00091	CDS	513	fae	4.2.1.147	COG1795	5,6,7,8-tetrahydromethanopterin hydro-lyase
DLDAJEOL_00092	CDS	1227				hypothetical protein
DLDAJEOL_00093	CDS	954	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DLDAJEOL_00094	tRNA	75				tRNA-Gln(ttg)
DLDAJEOL_00095	CDS	861	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DLDAJEOL_00096	CDS	1827	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
DLDAJEOL_00097	CDS	1269	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DLDAJEOL_00098	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
DLDAJEOL_00099	CDS	864	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DLDAJEOL_00100	CDS	420				hypothetical protein
DLDAJEOL_00101	CDS	747	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
DLDAJEOL_00102	CDS	552				hypothetical protein
DLDAJEOL_00103	CDS	606	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
DLDAJEOL_00104	CDS	1026				hypothetical protein
DLDAJEOL_00105	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DLDAJEOL_00106	CDS	1461	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DLDAJEOL_00107	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DLDAJEOL_00108	CDS	1098	mreB		COG1077	Cell shape-determining protein MreB
DLDAJEOL_00109	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
DLDAJEOL_00110	CDS	480	mreD		COG2891	Rod shape-determining protein MreD
DLDAJEOL_00111	CDS	1887	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DLDAJEOL_00112	CDS	1140	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DLDAJEOL_00113	CDS	993				Tn3 family transposase TnXax1
DLDAJEOL_00114	CDS	807	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
DLDAJEOL_00115	CDS	1134	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
DLDAJEOL_00116	CDS	918	dat	2.6.1.21		D-alanine aminotransferase
DLDAJEOL_00117	CDS	273				hypothetical protein
DLDAJEOL_00118	CDS	663	lipB	2.3.1.181	COG0321	Octanoyltransferase
DLDAJEOL_00119	CDS	513	hit		COG0537	Protein hit
DLDAJEOL_00120	CDS	996	lipA	2.8.1.8	COG0320	Lipoyl synthase
DLDAJEOL_00121	CDS	786				hypothetical protein
DLDAJEOL_00122	CDS	600				hypothetical protein
DLDAJEOL_00123	CDS	1176	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
DLDAJEOL_00124	CDS	426				hypothetical protein
DLDAJEOL_00125	CDS	762				hypothetical protein
DLDAJEOL_00126	CDS	657	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
DLDAJEOL_00127	CDS	1032				hypothetical protein
DLDAJEOL_00128	CDS	1419				hypothetical protein
DLDAJEOL_00129	CDS	672	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
DLDAJEOL_00130	CDS	1263	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DLDAJEOL_00131	CDS	327	trxA_1			Thioredoxin
DLDAJEOL_00132	CDS	1344	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
DLDAJEOL_00133	CDS	303				hypothetical protein
DLDAJEOL_00134	CDS	1032	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
DLDAJEOL_00135	CDS	675	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
DLDAJEOL_00136	CDS	783	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
DLDAJEOL_00137	CDS	1080				hypothetical protein
DLDAJEOL_00138	CDS	921				hypothetical protein
DLDAJEOL_00139	CDS	1452				hypothetical protein
DLDAJEOL_00140	CDS	1818				hypothetical protein
DLDAJEOL_00141	CDS	1833				hypothetical protein
DLDAJEOL_00142	CDS	408				hypothetical protein
DLDAJEOL_00143	CDS	816	nirQ_1		COG0714	Denitrification regulatory protein NirQ
DLDAJEOL_00144	CDS	267				hypothetical protein
DLDAJEOL_00145	CDS	684				hypothetical protein
DLDAJEOL_00146	CDS	1404	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
DLDAJEOL_00147	CDS	432	norC		COG2010	Nitric oxide reductase subunit C
DLDAJEOL_00148	CDS	603	ctaE_1	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
DLDAJEOL_00149	CDS	309				hypothetical protein
DLDAJEOL_00150	CDS	738	fixK		COG0664	Nitrogen fixation regulation protein FixK
DLDAJEOL_00151	CDS	660	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
DLDAJEOL_00152	CDS	1980	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
DLDAJEOL_00153	CDS	240				hypothetical protein
DLDAJEOL_00154	CDS	942				hypothetical protein
DLDAJEOL_00155	CDS	546				hypothetical protein
DLDAJEOL_00156	CDS	864				hypothetical protein
DLDAJEOL_00157	CDS	327	petE		COG3794	Plastocyanin
DLDAJEOL_00158	CDS	795				hypothetical protein
DLDAJEOL_00159	CDS	2796				hypothetical protein
DLDAJEOL_00160	CDS	1671	nirS_1	1.7.2.1		Nitrite reductase
DLDAJEOL_00161	CDS	567				Bacteriohemerythrin
DLDAJEOL_00162	CDS	813	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
DLDAJEOL_00163	CDS	324				hypothetical protein
DLDAJEOL_00164	CDS	1248				hypothetical protein
DLDAJEOL_00165	CDS	474				hypothetical protein
DLDAJEOL_00166	CDS	558				hypothetical protein
DLDAJEOL_00167	CDS	993				hypothetical protein
DLDAJEOL_00168	CDS	1218	pqqE	1.21.98.4		PqqA peptide cyclase
DLDAJEOL_00169	CDS	1569	nirS_2	1.7.2.1	COG2010	Nitrite reductase
DLDAJEOL_00170	CDS	702	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
DLDAJEOL_00171	CDS	165				hypothetical protein
DLDAJEOL_00172	CDS	2049	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
DLDAJEOL_00173	CDS	945				hypothetical protein
DLDAJEOL_00174	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
DLDAJEOL_00175	CDS	918				hypothetical protein
DLDAJEOL_00176	CDS	702				hypothetical protein
DLDAJEOL_00177	CDS	180				hypothetical protein
DLDAJEOL_00178	CDS	855				hypothetical protein
DLDAJEOL_00179	CDS	951	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
DLDAJEOL_00180	CDS	498				hypothetical protein
DLDAJEOL_00181	CDS	828	nosY		COG1277	putative ABC transporter permease protein NosY
DLDAJEOL_00182	CDS	525				hypothetical protein
DLDAJEOL_00183	CDS	861	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DLDAJEOL_00184	CDS	972	napH_1		COG0348	Ferredoxin-type protein NapH
DLDAJEOL_00185	CDS	906	napG_1		COG1145	Ferredoxin-type protein NapG
DLDAJEOL_00186	CDS	1353	nosD_1			putative ABC transporter binding protein NosD
DLDAJEOL_00187	CDS	1176				hypothetical protein
DLDAJEOL_00188	CDS	750				hypothetical protein
DLDAJEOL_00189	CDS	327	cc4_1		COG2863	Cytochrome c4
DLDAJEOL_00190	CDS	2202	nosZ	1.7.2.4		Nitrous-oxide reductase
DLDAJEOL_00191	CDS	1428				hypothetical protein
DLDAJEOL_00192	CDS	351				hypothetical protein
DLDAJEOL_00193	CDS	903	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
DLDAJEOL_00194	CDS	1245	nosD_2			putative ABC transporter binding protein NosD
DLDAJEOL_00195	CDS	663	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
DLDAJEOL_00196	CDS	402			COG2703	Bacteriohemerythrin
DLDAJEOL_00197	CDS	393				hypothetical protein
DLDAJEOL_00198	CDS	633				hypothetical protein
DLDAJEOL_00199	CDS	528	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
DLDAJEOL_00200	CDS	417				hypothetical protein
DLDAJEOL_00201	CDS	264				hypothetical protein
DLDAJEOL_00202	CDS	1296				hypothetical protein
DLDAJEOL_00203	CDS	684	anr			Transcriptional activator protein Anr
DLDAJEOL_00204	CDS	534	btuE_1	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
DLDAJEOL_00205	CDS	972				hypothetical protein
DLDAJEOL_00206	CDS	531				hypothetical protein
DLDAJEOL_00207	CDS	639				hypothetical protein
DLDAJEOL_00208	CDS	342			COG1366	Putative anti-sigma factor antagonist
DLDAJEOL_00209	CDS	816	pal_1			Peptidoglycan-associated lipoprotein
DLDAJEOL_00210	CDS	2109				hypothetical protein
DLDAJEOL_00211	CDS	711				hypothetical protein
DLDAJEOL_00212	CDS	957	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
DLDAJEOL_00213	CDS	996	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DLDAJEOL_00214	CDS	996				hypothetical protein
DLDAJEOL_00215	CDS	1620				hypothetical protein
DLDAJEOL_00216	CDS	984				hypothetical protein
DLDAJEOL_00217	CDS	510				hypothetical protein
DLDAJEOL_00218	CDS	870				hypothetical protein
DLDAJEOL_00219	CDS	1158				hypothetical protein
DLDAJEOL_00220	CDS	948				hypothetical protein
DLDAJEOL_00221	CDS	1233				hypothetical protein
DLDAJEOL_00222	CDS	1416				hypothetical protein
DLDAJEOL_00223	CDS	1383				hypothetical protein
DLDAJEOL_00224	CDS	1833	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DLDAJEOL_00225	CDS	1461				hypothetical protein
DLDAJEOL_00226	CDS	2379				hypothetical protein
DLDAJEOL_00227	CDS	1110	pimB	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
DLDAJEOL_00228	CDS	1221				hypothetical protein
DLDAJEOL_00229	CDS	642	wecA_1	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
DLDAJEOL_00230	CDS	195				hypothetical protein
DLDAJEOL_00231	CDS	2319	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
DLDAJEOL_00232	CDS	381				hypothetical protein
DLDAJEOL_00233	CDS	207				hypothetical protein
DLDAJEOL_00234	CDS	291				hypothetical protein
DLDAJEOL_00235	CDS	282				hypothetical protein
DLDAJEOL_00236	tRNA	76				tRNA-Phe(gaa)
DLDAJEOL_00237	CDS	267				putative Fe(2+)-trafficking protein
DLDAJEOL_00238	CDS	1062	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
DLDAJEOL_00239	CDS	318				hypothetical protein
DLDAJEOL_00240	CDS	591				hypothetical protein
DLDAJEOL_00241	tRNA	74				tRNA-Gly(ccc)
DLDAJEOL_00242	CDS	1833		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
DLDAJEOL_00243	CDS	201				hypothetical protein
DLDAJEOL_00244	CDS	792	thiG	2.8.1.10	COG2022	Thiazole synthase
DLDAJEOL_00245	CDS	693	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
DLDAJEOL_00246	CDS	621	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DLDAJEOL_00247	CDS	825	fetB		COG0390	putative iron export permease protein FetB
DLDAJEOL_00248	CDS	408				hypothetical protein
DLDAJEOL_00249	CDS	402				hypothetical protein
DLDAJEOL_00250	CDS	630	sspA		COG0625	Stringent starvation protein A
DLDAJEOL_00251	CDS	816	petC		COG2857	Ammonia monooxygenase gamma subunit
DLDAJEOL_00252	CDS	1239	petB		COG1290	Cytochrome b
