locus_tag	ftype	length_bp	gene	EC_number	COG	product
AEFHFPBJ_00001	CDS	285				hypothetical protein
AEFHFPBJ_00002	CDS	1422				hypothetical protein
AEFHFPBJ_00003	CDS	405				hypothetical protein
AEFHFPBJ_00004	CDS	1767	ilvG	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvG
AEFHFPBJ_00005	CDS	1500	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
AEFHFPBJ_00006	CDS	255	whiB1			Transcriptional regulator WhiB1
AEFHFPBJ_00007	CDS	936	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
AEFHFPBJ_00008	CDS	429				hypothetical protein
AEFHFPBJ_00009	CDS	891				hypothetical protein
AEFHFPBJ_00010	CDS	1614	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
AEFHFPBJ_00011	CDS	807				hypothetical protein
AEFHFPBJ_00012	CDS	216			COG0511	Biotinylated protein TB7.3
AEFHFPBJ_00013	CDS	282	rsrA			Anti-sigma factor RsrA
AEFHFPBJ_00014	CDS	639	sigR		COG1595	ECF RNA polymerase sigma factor SigR
AEFHFPBJ_00015	CDS	693	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
AEFHFPBJ_00016	CDS	933			COG3118	putative protein
AEFHFPBJ_00017	CDS	369				hypothetical protein
AEFHFPBJ_00018	CDS	504				hypothetical protein
AEFHFPBJ_00019	CDS	1740				hypothetical protein
AEFHFPBJ_00020	CDS	546				hypothetical protein
AEFHFPBJ_00021	CDS	624	ybiU			putative protein YbiU
AEFHFPBJ_00022	CDS	1548	nuoM_1	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
AEFHFPBJ_00023	CDS	1896	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
AEFHFPBJ_00024	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
AEFHFPBJ_00025	CDS	765				hypothetical protein
AEFHFPBJ_00026	CDS	1740	recN		COG0497	DNA repair protein RecN
AEFHFPBJ_00027	CDS	921	ppnK	2.7.1.23	COG0061	NAD kinase
