locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLMPLGAI_00001	CDS	660	mazG_1	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
MLMPLGAI_00002	CDS	912	yihG_1	2.3.-.-	COG0204	putative acyltransferase YihG
MLMPLGAI_00003	CDS	480		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
MLMPLGAI_00004	CDS	675			COG2141	putative protein
MLMPLGAI_00005	CDS	594				hypothetical protein
MLMPLGAI_00006	CDS	471				hypothetical protein
MLMPLGAI_00007	CDS	837				hypothetical protein
MLMPLGAI_00008	CDS	858	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
MLMPLGAI_00009	CDS	1758	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MLMPLGAI_00010	CDS	684	regX3_1		COG0745	Sensory transduction protein regX3
MLMPLGAI_00011	CDS	1395		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MLMPLGAI_00012	CDS	1407	yicJ		COG2211	Inner membrane symporter YicJ
MLMPLGAI_00013	CDS	1077				hypothetical protein
MLMPLGAI_00014	CDS	405				hypothetical protein
MLMPLGAI_00015	CDS	336	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
MLMPLGAI_00016	CDS	276	hup_1			DNA-binding protein HU
MLMPLGAI_00017	tRNA	76				tRNA-Val(tac)
MLMPLGAI_00018	tRNA	77				tRNA-Asp(gtc)
MLMPLGAI_00019	CDS	366	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
MLMPLGAI_00020	CDS	501	nuoB_1	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
MLMPLGAI_00021	CDS	573	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
MLMPLGAI_00022	CDS	1179	nuoD_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
MLMPLGAI_00023	CDS	600	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
MLMPLGAI_00024	CDS	1278	nuoF_1	7.1.1.-		NADH-quinone oxidoreductase subunit F
MLMPLGAI_00025	CDS	543	ino1_1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
MLMPLGAI_00026	CDS	1263	davT_1	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
MLMPLGAI_00027	CDS	714	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MLMPLGAI_00028	CDS	435				hypothetical protein
MLMPLGAI_00029	CDS	942				hypothetical protein
MLMPLGAI_00030	CDS	444	rimI_1	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
MLMPLGAI_00031	CDS	369				hypothetical protein
MLMPLGAI_00032	CDS	1674	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
MLMPLGAI_00033	CDS	774	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
MLMPLGAI_00034	CDS	975	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MLMPLGAI_00035	CDS	942	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MLMPLGAI_00036	CDS	3435	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MLMPLGAI_00037	CDS	537	rnhB_1	3.1.26.4	COG0164	Ribonuclease HII
MLMPLGAI_00038	CDS	1155	lpxB_1	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MLMPLGAI_00039	CDS	768	lpxA_1	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
MLMPLGAI_00040	CDS	438	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MLMPLGAI_00041	CDS	981	lpxD_1	2.3.1.-		UDP-3-O-acylglucosamine N-acyltransferase
MLMPLGAI_00042	CDS	516				hypothetical protein
MLMPLGAI_00043	CDS	2382	bamA_1		COG4775	Outer membrane protein assembly factor BamA
MLMPLGAI_00044	CDS	1335	rseP_1	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
MLMPLGAI_00045	CDS	1134	dxr_1	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
MLMPLGAI_00046	CDS	801				hypothetical protein
MLMPLGAI_00047	CDS	717	ispU_1	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
MLMPLGAI_00048	CDS	558	frr_1		COG0233	Ribosome-recycling factor
MLMPLGAI_00049	CDS	717	pyrH_1	2.7.4.22	COG0528	Uridylate kinase
MLMPLGAI_00050	CDS	486	tsf_1		COG0264	Elongation factor Ts
MLMPLGAI_00051	CDS	1842				hypothetical protein
MLMPLGAI_00052	CDS	336	RBKS_1	2.7.1.15		Ribokinase
MLMPLGAI_00053	CDS	612	dksA_1			RNA polymerase-binding transcription factor DksA
MLMPLGAI_00054	CDS	1278	pcnB_1	2.7.7.19	COG0617	Poly(A) polymerase I
MLMPLGAI_00055	CDS	894	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MLMPLGAI_00056	CDS	138				hypothetical protein
MLMPLGAI_00057	CDS	441				hypothetical protein
MLMPLGAI_00058	CDS	1437	dinG_1	3.1.-.-		3'-5' exonuclease DinG
MLMPLGAI_00059	CDS	264	fis		COG2901	DNA-binding protein Fis
MLMPLGAI_00060	CDS	1530	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
MLMPLGAI_00061	CDS	1269	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MLMPLGAI_00062	CDS	627	coq7_1	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
MLMPLGAI_00063	CDS	753	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
MLMPLGAI_00064	CDS	1011	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
MLMPLGAI_00065	CDS	465	trpG_1	4.1.3.27	COG0512	Anthranilate synthase component 2
MLMPLGAI_00066	CDS	645	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MLMPLGAI_00067	CDS	798	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
MLMPLGAI_00068	CDS	1275	ampG_1		COG0477	Anhydromuropeptide permease
MLMPLGAI_00069	CDS	858	azoB	1.7.-.-		NAD(P)H azoreductase
MLMPLGAI_00070	CDS	1026	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
MLMPLGAI_00071	CDS	531	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MLMPLGAI_00072	CDS	903	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MLMPLGAI_00073	CDS	339	glnK_1		COG0347	Nitrogen regulatory protein P-II 2
MLMPLGAI_00074	CDS	828	waaA_1	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MLMPLGAI_00075	CDS	885	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MLMPLGAI_00076	CDS	1188	sucC_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
MLMPLGAI_00077	CDS	957	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
MLMPLGAI_00078	CDS	435				hypothetical protein
MLMPLGAI_00079	CDS	918	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MLMPLGAI_00080	CDS	462				hypothetical protein
MLMPLGAI_00081	CDS	1446	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MLMPLGAI_00082	CDS	1449	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MLMPLGAI_00083	CDS	291	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MLMPLGAI_00084	CDS	774	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
MLMPLGAI_00085	CDS	846				hypothetical protein
MLMPLGAI_00086	CDS	990	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
MLMPLGAI_00087	CDS	885	pdxS_1	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
MLMPLGAI_00088	CDS	282				hypothetical protein
MLMPLGAI_00089	CDS	219				hypothetical protein
MLMPLGAI_00090	CDS	183				hypothetical protein
MLMPLGAI_00091	CDS	141				hypothetical protein
MLMPLGAI_00092	tRNA	74				tRNA-Thr(cgt)
MLMPLGAI_00093	CDS	1299	glmM_1	5.4.2.10		Phosphoglucosamine mutase
MLMPLGAI_00094	CDS	951	thiL_1	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MLMPLGAI_00095	CDS	171				hypothetical protein
MLMPLGAI_00096	CDS	921		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
MLMPLGAI_00097	CDS	1659				hypothetical protein
MLMPLGAI_00098	CDS	345				hypothetical protein
MLMPLGAI_00099	CDS	1026	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
MLMPLGAI_00100	CDS	1242				hypothetical protein
MLMPLGAI_00101	CDS	744	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
MLMPLGAI_00102	CDS	228	oadG_1	7.2.4.2		oxaloacetate decarboxylase gamma chain
MLMPLGAI_00103	CDS	1038	uvrA_1		COG0178	UvrABC system protein A
MLMPLGAI_00104	CDS	1584	uvrC_1		COG0322	UvrABC system protein C
MLMPLGAI_00105	CDS	1743	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
MLMPLGAI_00106	CDS	696	sdhB_1	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
MLMPLGAI_00107	CDS	270				hypothetical protein
MLMPLGAI_00108	CDS	273	hup_2			DNA-binding protein HU
MLMPLGAI_00109	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
MLMPLGAI_00110	CDS	1236	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
MLMPLGAI_00111	CDS	870	sucD_2	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit alpha
MLMPLGAI_00112	CDS	1134	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MLMPLGAI_00113	CDS	2142	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
MLMPLGAI_00114	CDS	975	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MLMPLGAI_00115	CDS	888				hypothetical protein
MLMPLGAI_00116	CDS	1146	iscS_1	2.8.1.7		Cysteine desulfurase IscS
MLMPLGAI_00117	CDS	441				hypothetical protein
MLMPLGAI_00118	CDS	657				hypothetical protein
MLMPLGAI_00119	CDS	273	nfuA_1			Fe/S biogenesis protein NfuA
MLMPLGAI_00120	CDS	1164	murA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MLMPLGAI_00121	CDS	912	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MLMPLGAI_00122	CDS	738	smc_1			Chromosome partition protein Smc
MLMPLGAI_00123	CDS	1833	hppA	7.1.3.1	COG3808	K(+)-stimulated pyrophosphate-energized proton pump
MLMPLGAI_00124	CDS	2058	recG_1	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MLMPLGAI_00125	CDS	762				hypothetical protein
MLMPLGAI_00126	CDS	852				hypothetical protein
MLMPLGAI_00127	CDS	621	gmk_1	2.7.4.8	COG0194	Guanylate kinase
MLMPLGAI_00128	CDS	270	rpoZ_1	2.7.7.6		DNA-directed RNA polymerase subunit omega
MLMPLGAI_00129	CDS	2208	spoT_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
MLMPLGAI_00130	CDS	381	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MLMPLGAI_00131	CDS	906	pyrB_1	2.1.3.2	COG0540	Aspartate carbamoyltransferase
MLMPLGAI_00132	CDS	612	ribC_1	2.5.1.9	COG0307	Riboflavin synthase
MLMPLGAI_00133	CDS	648	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MLMPLGAI_00134	CDS	705	rph_1	2.7.7.56	COG0689	Ribonuclease PH
MLMPLGAI_00135	CDS	1362	ade_1	3.5.4.2		Adenine deaminase
MLMPLGAI_00136	CDS	1248				hypothetical protein
MLMPLGAI_00137	CDS	405	yqeY_1		COG1610	putative protein YqeY
MLMPLGAI_00138	CDS	225				hypothetical protein
MLMPLGAI_00139	CDS	537				hypothetical protein
MLMPLGAI_00140	CDS	204				hypothetical protein
MLMPLGAI_00141	CDS	96				hypothetical protein
MLMPLGAI_00142	CDS	234				hypothetical protein
MLMPLGAI_00143	CDS	189				hypothetical protein
MLMPLGAI_00144	CDS	426				hypothetical protein
MLMPLGAI_00145	CDS	471	greA_1		COG0782	Transcription elongation factor GreA
MLMPLGAI_00146	CDS	390			COG0537	putative HIT-like protein
MLMPLGAI_00147	CDS	372				hypothetical protein
MLMPLGAI_00148	CDS	864				hypothetical protein
MLMPLGAI_00149	CDS	1233	bacE			Putative bacilysin exporter BacE
MLMPLGAI_00150	CDS	708	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MLMPLGAI_00151	CDS	840				hypothetical protein
MLMPLGAI_00152	CDS	243				hypothetical protein
MLMPLGAI_00153	CDS	399				hypothetical protein
MLMPLGAI_00154	CDS	834	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MLMPLGAI_00155	CDS	474	PGdx_1	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
MLMPLGAI_00156	CDS	591				hypothetical protein
MLMPLGAI_00157	CDS	858	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MLMPLGAI_00158	CDS	999				hypothetical protein
MLMPLGAI_00159	CDS	666	murU_1	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
MLMPLGAI_00160	CDS	249	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MLMPLGAI_00161	CDS	783	fabG2_1	1.-.-.-		putative oxidoreductase
MLMPLGAI_00162	CDS	690				hypothetical protein
MLMPLGAI_00163	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MLMPLGAI_00164	CDS	768	tatC_1		COG0805	Sec-independent protein translocase protein TatC
MLMPLGAI_00165	CDS	240	tatB_1			Sec-independent protein translocase protein TatB
MLMPLGAI_00166	CDS	198	tatA_1		COG1826	Sec-independent protein translocase protein TatA
MLMPLGAI_00167	CDS	687	scpB_1			Segregation and condensation protein B
MLMPLGAI_00168	CDS	501				hypothetical protein
MLMPLGAI_00169	CDS	255	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MLMPLGAI_00170	CDS	1290	rpoN_1		COG1508	RNA polymerase sigma-54 factor
MLMPLGAI_00171	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
MLMPLGAI_00172	CDS	132				hypothetical protein
MLMPLGAI_00173	CDS	186				hypothetical protein
MLMPLGAI_00174	CDS	198				hypothetical protein
MLMPLGAI_00175	CDS	336		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
MLMPLGAI_00176	CDS	1302	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
MLMPLGAI_00177	CDS	264	rpsO_1		COG0184	30S ribosomal protein S15
MLMPLGAI_00178	CDS	861	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
MLMPLGAI_00179	CDS	432	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MLMPLGAI_00180	CDS	2838				hypothetical protein
MLMPLGAI_00181	CDS	510				hypothetical protein
MLMPLGAI_00182	CDS	774	mnmC_1		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MLMPLGAI_00183	CDS	1071	thrS_1	6.1.1.3	COG0441	Threonine--tRNA ligase
MLMPLGAI_00184	CDS	198	rpmI		COG0291	50S ribosomal protein L35
MLMPLGAI_00185	CDS	345	rplT_1		COG0292	50S ribosomal protein L20
MLMPLGAI_00186	CDS	921	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
MLMPLGAI_00187	CDS	1152				hypothetical protein
MLMPLGAI_00188	CDS	312	cutA_1		COG1324	Divalent-cation tolerance protein CutA
MLMPLGAI_00189	CDS	1044				hypothetical protein
MLMPLGAI_00190	CDS	438				hypothetical protein
MLMPLGAI_00191	CDS	189				hypothetical protein
MLMPLGAI_00192	CDS	741				hypothetical protein
MLMPLGAI_00193	CDS	1299	namA	1.6.99.1		NADPH dehydrogenase
MLMPLGAI_00194	CDS	369	ybiX	1.14.11.-		PKHD-type hydroxylase YbiX
MLMPLGAI_00195	CDS	261				hypothetical protein
MLMPLGAI_00196	CDS	639				hypothetical protein
MLMPLGAI_00197	CDS	855				hypothetical protein
MLMPLGAI_00198	CDS	225				hypothetical protein
MLMPLGAI_00199	CDS	1353	glpK_1	2.7.1.30	COG0554	Glycerol kinase
MLMPLGAI_00200	CDS	636	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MLMPLGAI_00201	CDS	1179	pdxB_1	1.1.1.290		Erythronate-4-phosphate dehydrogenase
MLMPLGAI_00202	CDS	771	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MLMPLGAI_00203	CDS	1101		1.-.-.-		NADH oxidase
MLMPLGAI_00204	CDS	678	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
MLMPLGAI_00205	CDS	684	ygfZ_1			tRNA-modifying protein YgfZ
MLMPLGAI_00206	CDS	234				hypothetical protein
MLMPLGAI_00207	CDS	582	rpoE			ECF RNA polymerase sigma-E factor
MLMPLGAI_00208	CDS	663				hypothetical protein
MLMPLGAI_00209	CDS	252				hypothetical protein
MLMPLGAI_00210	CDS	693	prlC_1	3.4.24.70	COG0339	Oligopeptidase A
MLMPLGAI_00211	CDS	195				hypothetical protein
MLMPLGAI_00212	CDS	210				hypothetical protein
MLMPLGAI_00213	CDS	2097	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MLMPLGAI_00214	CDS	849				hypothetical protein
MLMPLGAI_00215	CDS	858	thiK_1	2.7.1.89		Thiamine kinase
MLMPLGAI_00216	CDS	1335				hypothetical protein
MLMPLGAI_00217	CDS	369				hypothetical protein
MLMPLGAI_00218	CDS	2358	gcvT_1	2.1.2.10		Aminomethyltransferase
MLMPLGAI_00219	CDS	864	thiK_2	2.7.1.89		Thiamine kinase
MLMPLGAI_00220	CDS	762	kdgR			Pectin degradation repressor protein KdgR
MLMPLGAI_00221	CDS	300				hypothetical protein
MLMPLGAI_00222	CDS	1599	pld_1	3.1.4.4		Phospholipase D
MLMPLGAI_00223	CDS	549	orn_1	3.1.-.-	COG1949	Oligoribonuclease
MLMPLGAI_00224	CDS	855	rsgA_1	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
MLMPLGAI_00225	CDS	744	ubiE_1	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MLMPLGAI_00226	CDS	510				hypothetical protein
MLMPLGAI_00227	CDS	1536	ubiB_1	2.7.-.-		protein kinase UbiB
MLMPLGAI_00228	CDS	168	tatA_2		COG1826	Sec-independent protein translocase protein TatA
MLMPLGAI_00229	CDS	234	tatB_2			Sec-independent protein translocase protein TatB
MLMPLGAI_00230	CDS	714	tatC_2		COG0805	Sec-independent protein translocase protein TatC
MLMPLGAI_00231	CDS	585		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
MLMPLGAI_00232	CDS	1149		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MLMPLGAI_00233	CDS	438	dtd_1	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MLMPLGAI_00234	CDS	1065	cbbA_1	4.1.2.13		Fructose-bisphosphate aldolase
MLMPLGAI_00235	CDS	483	pgk_1	2.7.2.3	COG0126	Phosphoglycerate kinase
MLMPLGAI_00236	CDS	171				hypothetical protein
MLMPLGAI_00237	CDS	1653	glnS_1	6.1.1.18	COG0008	Glutamine--tRNA ligase
MLMPLGAI_00238	CDS	351	folB_1	4.1.2.25	COG1539	Dihydroneopterin aldolase
MLMPLGAI_00239	tRNA	72				tRNA-Cys(gca)
MLMPLGAI_00240	CDS	399	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
MLMPLGAI_00241	CDS	387				hypothetical protein
MLMPLGAI_00242	CDS	1029	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
