locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLFOAEML_00001	CDS	957	petE_1			Plastocyanin
MLFOAEML_00002	CDS	1089	ctaD_1	1.9.3.1		Cytochrome c oxidase subunit 1
MLFOAEML_00003	CDS	1356	metH_1	2.1.1.13	COG0646	Methionine synthase
MLFOAEML_00004	CDS	159				hypothetical protein
MLFOAEML_00005	CDS	507				hypothetical protein
MLFOAEML_00006	CDS	945	ftsZ_1			Cell division protein FtsZ
MLFOAEML_00007	CDS	1269	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
MLFOAEML_00008	CDS	1365	aspA_1	4.3.1.1	COG1027	Aspartate ammonia-lyase
MLFOAEML_00009	CDS	693				hypothetical protein
MLFOAEML_00010	CDS	579	scpB_1			Segregation and condensation protein B
MLFOAEML_00011	CDS	384				hypothetical protein
MLFOAEML_00012	CDS	300				hypothetical protein
MLFOAEML_00013	CDS	294				hypothetical protein
MLFOAEML_00014	CDS	687				hypothetical protein
MLFOAEML_00015	CDS	486				hypothetical protein
MLFOAEML_00016	CDS	792	nadK_1	2.7.1.23		NAD kinase
MLFOAEML_00017	CDS	921				hypothetical protein
MLFOAEML_00018	CDS	2019				hypothetical protein
MLFOAEML_00019	CDS	1212				hypothetical protein
MLFOAEML_00020	CDS	1548	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
MLFOAEML_00021	CDS	1503	cfiB_1	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
MLFOAEML_00022	CDS	579				hypothetical protein
MLFOAEML_00023	CDS	1281	gltP_1		COG1301	Proton/glutamate-aspartate symporter
MLFOAEML_00024	CDS	369				hypothetical protein
MLFOAEML_00025	CDS	435				hypothetical protein
MLFOAEML_00026	CDS	1122				hypothetical protein
MLFOAEML_00027	CDS	192				hypothetical protein
MLFOAEML_00028	CDS	1164	citZ_1	2.3.3.16	COG0372	Citrate synthase 2
MLFOAEML_00029	CDS	207				hypothetical protein
MLFOAEML_00030	CDS	348				hypothetical protein
MLFOAEML_00031	CDS	915	petE_2			Plastocyanin
MLFOAEML_00032	CDS	2163				hypothetical protein
MLFOAEML_00033	CDS	162				hypothetical protein
MLFOAEML_00034	CDS	366				hypothetical protein
