locus_tag	ftype	length_bp	gene	EC_number	COG	product
JPLLNEKE_00001	CDS	984	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
JPLLNEKE_00002	CDS	954	yrbG		COG0530	Inner membrane protein YrbG
JPLLNEKE_00003	CDS	1149	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JPLLNEKE_00004	CDS	2010				hypothetical protein
JPLLNEKE_00005	CDS	726				hypothetical protein
JPLLNEKE_00006	CDS	456				hypothetical protein
JPLLNEKE_00007	CDS	1089	queC_1	6.3.4.20		7-cyano-7-deazaguanine synthase
JPLLNEKE_00008	CDS	597	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
JPLLNEKE_00009	CDS	585	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
JPLLNEKE_00010	CDS	171				hypothetical protein
JPLLNEKE_00011	CDS	294				hypothetical protein
JPLLNEKE_00012	CDS	423	epi_1	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
JPLLNEKE_00013	CDS	1575	mcm_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
JPLLNEKE_00014	CDS	804				hypothetical protein
JPLLNEKE_00015	CDS	996	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
JPLLNEKE_00016	CDS	1320	hutI	3.5.2.7	COG1228	Imidazolonepropionase
JPLLNEKE_00017	tRNA	76				tRNA-Val(gac)
JPLLNEKE_00018	CDS	762	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
JPLLNEKE_00019	CDS	1527	hutH	4.3.1.3		Histidine ammonia-lyase
JPLLNEKE_00020	CDS	330	hutU	4.2.1.49		Urocanate hydratase
JPLLNEKE_00021	CDS	567				hypothetical protein
JPLLNEKE_00022	CDS	789				hypothetical protein
JPLLNEKE_00023	CDS	759				hypothetical protein
JPLLNEKE_00024	CDS	723				hypothetical protein
JPLLNEKE_00025	CDS	1287	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
	CRISPR	225				
JPLLNEKE_00026	CDS	759	trmL	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
JPLLNEKE_00027	CDS	195				hypothetical protein
JPLLNEKE_00028	CDS	264				hypothetical protein
JPLLNEKE_00029	CDS	558				hypothetical protein
JPLLNEKE_00030	CDS	768				hypothetical protein
JPLLNEKE_00031	CDS	300				hypothetical protein
JPLLNEKE_00032	CDS	201				hypothetical protein
JPLLNEKE_00033	CDS	129				hypothetical protein
JPLLNEKE_00034	CDS	339				hypothetical protein
JPLLNEKE_00035	CDS	756				hypothetical protein
JPLLNEKE_00036	CDS	339				hypothetical protein
JPLLNEKE_00037	CDS	915	moaA_1			GTP 3',8-cyclase
JPLLNEKE_00038	CDS	699				hypothetical protein
JPLLNEKE_00039	CDS	528	rplE			50S ribosomal protein L5
JPLLNEKE_00040	CDS	390	rpsH		COG0096	30S ribosomal protein S8
JPLLNEKE_00041	CDS	555	rplF			50S ribosomal protein L6
JPLLNEKE_00042	CDS	657				hypothetical protein
JPLLNEKE_00043	CDS	960				hypothetical protein
JPLLNEKE_00044	CDS	300				hypothetical protein
JPLLNEKE_00045	CDS	273				hypothetical protein
JPLLNEKE_00046	CDS	2004				hypothetical protein
JPLLNEKE_00047	CDS	594				hypothetical protein
JPLLNEKE_00048	CDS	1353	allB	3.5.2.5	COG0044	Allantoinase
JPLLNEKE_00049	tRNA	78				tRNA-Met(cat)
JPLLNEKE_00050	CDS	1008	recA			Protein RecA
JPLLNEKE_00051	CDS	627				hypothetical protein
JPLLNEKE_00052	CDS	1140				hypothetical protein
JPLLNEKE_00053	CDS	600	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JPLLNEKE_00054	CDS	582				hypothetical protein
JPLLNEKE_00055	CDS	600				hypothetical protein
JPLLNEKE_00056	CDS	1515	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
JPLLNEKE_00057	CDS	960				hypothetical protein
JPLLNEKE_00058	CDS	897		5.4.99.-	COG0564	putative RNA pseudouridine synthase
JPLLNEKE_00059	CDS	396				hypothetical protein
JPLLNEKE_00060	CDS	570				hypothetical protein
JPLLNEKE_00061	CDS	735				hypothetical protein
JPLLNEKE_00062	CDS	1053				hypothetical protein
JPLLNEKE_00063	CDS	690				hypothetical protein
JPLLNEKE_00064	CDS	582	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JPLLNEKE_00065	CDS	2871				hypothetical protein
JPLLNEKE_00066	tRNA	86				tRNA-Leu(taa)
JPLLNEKE_00067	CDS	402				hypothetical protein
JPLLNEKE_00068	CDS	765	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JPLLNEKE_00069	CDS	1101	cca	2.7.7.72		CCA-adding enzyme
JPLLNEKE_00070	CDS	507	gcvH_1		COG0509	Glycine cleavage system H protein
JPLLNEKE_00071	CDS	1176	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JPLLNEKE_00072	CDS	117				hypothetical protein
JPLLNEKE_00073	CDS	249				hypothetical protein
JPLLNEKE_00074	CDS	813				hypothetical protein
JPLLNEKE_00075	CDS	552	aroE	1.1.1.25		Shikimate dehydrogenase (NADP(+))
JPLLNEKE_00076	CDS	861				hypothetical protein
JPLLNEKE_00077	CDS	1737				hypothetical protein
JPLLNEKE_00078	CDS	258		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
JPLLNEKE_00079	CDS	528				hypothetical protein
JPLLNEKE_00080	CDS	1935				hypothetical protein
JPLLNEKE_00081	CDS	1257				hypothetical protein
JPLLNEKE_00082	CDS	963				hypothetical protein
JPLLNEKE_00083	CDS	945	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
JPLLNEKE_00084	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JPLLNEKE_00085	CDS	834				hypothetical protein
JPLLNEKE_00086	CDS	1152	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
JPLLNEKE_00087	CDS	1056				hypothetical protein
JPLLNEKE_00088	CDS	147				hypothetical protein
JPLLNEKE_00089	CDS	975				hypothetical protein
JPLLNEKE_00090	CDS	1044				hypothetical protein
JPLLNEKE_00091	CDS	381	rpsK			30S ribosomal protein S11
JPLLNEKE_00092	CDS	519				hypothetical protein
JPLLNEKE_00093	CDS	618	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
JPLLNEKE_00094	CDS	1080		2.1.2.5	COG3643	Glutamate formimidoyltransferase
JPLLNEKE_00095	CDS	1215	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JPLLNEKE_00096	CDS	489				hypothetical protein
JPLLNEKE_00097	CDS	570				hypothetical protein
JPLLNEKE_00098	CDS	1131	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JPLLNEKE_00099	CDS	1731	mmpL3		COG2409	Trehalose monomycolate exporter MmpL3
JPLLNEKE_00100	CDS	1521	qacA		COG0477	Antiseptic resistance protein
JPLLNEKE_00101	CDS	480	crcB			Putative fluoride ion transporter CrcB
JPLLNEKE_00102	CDS	348				hypothetical protein
JPLLNEKE_00103	CDS	720				hypothetical protein
JPLLNEKE_00104	CDS	1164				hypothetical protein
JPLLNEKE_00105	CDS	231				hypothetical protein
JPLLNEKE_00106	CDS	363				Epimerase family protein
JPLLNEKE_00107	tRNA	78				tRNA-Ile(gat)
JPLLNEKE_00108	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
JPLLNEKE_00109	CDS	588				hypothetical protein
JPLLNEKE_00110	CDS	381				hypothetical protein
JPLLNEKE_00111	CDS	222				hypothetical protein
JPLLNEKE_00112	CDS	213	cspLA		COG1278	Cold shock-like protein CspLA
JPLLNEKE_00113	CDS	1227				hypothetical protein
JPLLNEKE_00114	CDS	1092				hypothetical protein
JPLLNEKE_00115	CDS	720				hypothetical protein
JPLLNEKE_00116	CDS	618	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
JPLLNEKE_00117	CDS	765				hypothetical protein
JPLLNEKE_00118	CDS	1191	mqnC	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
JPLLNEKE_00119	CDS	393	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
JPLLNEKE_00120	CDS	879				hypothetical protein
JPLLNEKE_00121	CDS	1014		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
JPLLNEKE_00122	CDS	627	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JPLLNEKE_00123	CDS	240				hypothetical protein
JPLLNEKE_00124	CDS	1029				hypothetical protein
JPLLNEKE_00125	CDS	867				hypothetical protein
JPLLNEKE_00126	CDS	927				hypothetical protein
JPLLNEKE_00127	CDS	1329				hypothetical protein
JPLLNEKE_00128	CDS	1353	nrdJ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleotide reductase
JPLLNEKE_00129	CDS	741	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
JPLLNEKE_00130	CDS	588	petE			Plastocyanin
JPLLNEKE_00131	CDS	768	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JPLLNEKE_00132	CDS	2523	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
JPLLNEKE_00133	CDS	390				hypothetical protein
JPLLNEKE_00134	CDS	717	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
JPLLNEKE_00135	CDS	825	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
JPLLNEKE_00136	CDS	3162				hypothetical protein
JPLLNEKE_00137	CDS	2136	lon	3.4.21.53		Lon protease
JPLLNEKE_00138	CDS	837		3.4.19.5		Isoaspartyl peptidase/L-asparaginase
JPLLNEKE_00139	CDS	276				hypothetical protein
JPLLNEKE_00140	CDS	609	argO		COG1279	Arginine exporter protein ArgO
JPLLNEKE_00141	CDS	183				hypothetical protein
JPLLNEKE_00142	CDS	2040				hypothetical protein
JPLLNEKE_00143	CDS	456				hypothetical protein
JPLLNEKE_00144	CDS	273		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
JPLLNEKE_00145	CDS	315				Ferredoxin, 2Fe-2S
JPLLNEKE_00146	CDS	411				hypothetical protein
JPLLNEKE_00147	CDS	450	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
JPLLNEKE_00148	CDS	585	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
JPLLNEKE_00149	CDS	1578	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
JPLLNEKE_00150	CDS	180				hypothetical protein
JPLLNEKE_00151	CDS	2406	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
JPLLNEKE_00152	CDS	237				hypothetical protein
JPLLNEKE_00153	CDS	501				hypothetical protein
JPLLNEKE_00154	CDS	384				hypothetical protein
JPLLNEKE_00155	CDS	660				hypothetical protein
JPLLNEKE_00156	CDS	582				hypothetical protein
JPLLNEKE_00157	CDS	564	serS	6.1.1.11		Serine--tRNA ligase
JPLLNEKE_00158	CDS	1029				hypothetical protein
JPLLNEKE_00159	CDS	291				hypothetical protein
JPLLNEKE_00160	CDS	741	purA	6.3.4.4		Adenylosuccinate synthetase
JPLLNEKE_00161	CDS	288				hypothetical protein
JPLLNEKE_00162	CDS	1092				hypothetical protein
JPLLNEKE_00163	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JPLLNEKE_00164	CDS	342				hypothetical protein
JPLLNEKE_00165	CDS	798		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
JPLLNEKE_00166	CDS	426				hypothetical protein
JPLLNEKE_00167	CDS	600				hypothetical protein
JPLLNEKE_00168	CDS	750	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JPLLNEKE_00169	CDS	342				hypothetical protein
JPLLNEKE_00170	CDS	1950	recD	3.1.11.5		RecBCD enzyme subunit RecD
JPLLNEKE_00171	CDS	1425				hypothetical protein
JPLLNEKE_00172	CDS	570				hypothetical protein
JPLLNEKE_00173	CDS	1083				hypothetical protein
JPLLNEKE_00174	CDS	924				hypothetical protein
JPLLNEKE_00175	CDS	330				hypothetical protein
JPLLNEKE_00176	CDS	822				hypothetical protein
JPLLNEKE_00177	CDS	471				hypothetical protein
JPLLNEKE_00178	CDS	987				hypothetical protein
JPLLNEKE_00179	CDS	534				hypothetical protein
JPLLNEKE_00180	CDS	390				hypothetical protein
JPLLNEKE_00181	CDS	1047				hypothetical protein
JPLLNEKE_00182	CDS	1050				hypothetical protein
JPLLNEKE_00183	CDS	2121				hypothetical protein
JPLLNEKE_00184	CDS	732				hypothetical protein
JPLLNEKE_00185	CDS	474				Protein archease
JPLLNEKE_00186	CDS	1164				hypothetical protein
JPLLNEKE_00187	CDS	495				hypothetical protein
JPLLNEKE_00188	CDS	315	dsvC	1.8.99.5	COG2920	Sulfite reductase, dissimilatory-type subunit gamma
JPLLNEKE_00189	CDS	1242				hypothetical protein
JPLLNEKE_00190	CDS	450	hrp1		COG0517	Hypoxic response protein 1
JPLLNEKE_00191	CDS	369				hypothetical protein
JPLLNEKE_00192	CDS	396				hypothetical protein
JPLLNEKE_00193	CDS	456				hypothetical protein
JPLLNEKE_00194	CDS	498				hypothetical protein
JPLLNEKE_00195	CDS	1011	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
JPLLNEKE_00196	CDS	738				hypothetical protein
JPLLNEKE_00197	CDS	1593	mcm_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
JPLLNEKE_00198	CDS	402	epi_2	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
JPLLNEKE_00199	CDS	291				hypothetical protein
JPLLNEKE_00200	CDS	174				hypothetical protein
JPLLNEKE_00201	CDS	576	folE_2	3.5.4.16	COG0302	GTP cyclohydrolase 1
JPLLNEKE_00202	CDS	597	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
JPLLNEKE_00203	CDS	1089	queC_2	6.3.4.20		7-cyano-7-deazaguanine synthase
JPLLNEKE_00204	CDS	456				hypothetical protein
JPLLNEKE_00205	CDS	468				hypothetical protein
