locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLJJHEEP_00001	CDS	390	rpsK			30S ribosomal protein S11
OLJJHEEP_00002	CDS	627	rpsD		COG0522	30S ribosomal protein S4
OLJJHEEP_00003	CDS	1029	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OLJJHEEP_00004	CDS	576				hypothetical protein
OLJJHEEP_00005	CDS	417				hypothetical protein
OLJJHEEP_00006	CDS	963				hypothetical protein
OLJJHEEP_00007	CDS	2058	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OLJJHEEP_00008	CDS	219				hypothetical protein
OLJJHEEP_00009	CDS	1554	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
OLJJHEEP_00010	CDS	786	xerC_1		COG4974	Tyrosine recombinase XerC
OLJJHEEP_00011	CDS	1071			COG0628	Putative transport protein
OLJJHEEP_00012	CDS	879				hypothetical protein
OLJJHEEP_00013	CDS	876				hypothetical protein
OLJJHEEP_00014	CDS	723				hypothetical protein
OLJJHEEP_00015	CDS	249				hypothetical protein
OLJJHEEP_00016	CDS	1143	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
OLJJHEEP_00017	CDS	924	wbbL_1	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
OLJJHEEP_00018	CDS	1857	mnmG_1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OLJJHEEP_00019	CDS	231				hypothetical protein
OLJJHEEP_00020	CDS	546	apt	2.4.2.7		Adenine phosphoribosyltransferase
OLJJHEEP_00021	CDS	708				hypothetical protein
OLJJHEEP_00022	CDS	300				hypothetical protein
OLJJHEEP_00023	CDS	282				hypothetical protein
OLJJHEEP_00024	CDS	609	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OLJJHEEP_00025	CDS	585				hypothetical protein
OLJJHEEP_00026	CDS	900				hypothetical protein
OLJJHEEP_00027	CDS	579	nadK_1	2.7.1.23	COG0061	NAD kinase
OLJJHEEP_00028	CDS	3093				hypothetical protein
OLJJHEEP_00029	CDS	978	spoIIIE		COG1674	DNA translocase SpoIIIE
OLJJHEEP_00030	CDS	921				hypothetical protein
OLJJHEEP_00031	CDS	633				hypothetical protein
OLJJHEEP_00032	CDS	747				hypothetical protein
OLJJHEEP_00033	CDS	507	yrdA		COG0663	Protein YrdA
OLJJHEEP_00034	CDS	1587				hypothetical protein
OLJJHEEP_00035	CDS	720				hypothetical protein
OLJJHEEP_00036	CDS	312				hypothetical protein
OLJJHEEP_00037	CDS	765	nlpD			Murein hydrolase activator NlpD
OLJJHEEP_00038	CDS	1134				hypothetical protein
OLJJHEEP_00039	CDS	183	yacG			DNA gyrase inhibitor YacG
OLJJHEEP_00040	CDS	795				hypothetical protein
OLJJHEEP_00041	CDS	756	uppS_1	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
OLJJHEEP_00042	CDS	558	frr_1		COG0233	Ribosome-recycling factor
OLJJHEEP_00043	CDS	696	pyrH_1	2.7.4.22	COG0528	Uridylate kinase
OLJJHEEP_00044	CDS	594	tsf_1		COG0264	Elongation factor Ts
OLJJHEEP_00045	CDS	795	rpsB_1		COG0052	30S ribosomal protein S2
OLJJHEEP_00046	CDS	2073	glyS_1	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OLJJHEEP_00047	CDS	1320	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
OLJJHEEP_00048	CDS	282	fis		COG2901	DNA-binding protein Fis
OLJJHEEP_00049	CDS	750	glmU_1		COG1207	Bifunctional protein GlmU
OLJJHEEP_00050	CDS	1200	glmU_2		COG1207	Bifunctional protein GlmU
OLJJHEEP_00051	CDS	270				hypothetical protein
OLJJHEEP_00052	CDS	390				hypothetical protein
OLJJHEEP_00053	CDS	738	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
OLJJHEEP_00054	CDS	756	ptxB			putative phosphite transport system-binding protein PtxB
OLJJHEEP_00055	CDS	339				hypothetical protein
OLJJHEEP_00056	CDS	1116	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
OLJJHEEP_00057	CDS	1491				hypothetical protein
OLJJHEEP_00058	tRNA	75				tRNA-Gln(ttg)
OLJJHEEP_00059	CDS	2199	cpoB_1			Cell division coordinator CpoB
OLJJHEEP_00060	CDS	684	lon2	3.4.21.53	COG0466	Lon protease 2
OLJJHEEP_00061	CDS	1410				hypothetical protein
OLJJHEEP_00062	CDS	240				hypothetical protein
OLJJHEEP_00063	CDS	1695				hypothetical protein
OLJJHEEP_00064	CDS	426				hypothetical protein
OLJJHEEP_00065	CDS	2484				hypothetical protein
OLJJHEEP_00066	CDS	1191	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
OLJJHEEP_00067	CDS	555	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
OLJJHEEP_00068	CDS	612	tmk	2.7.4.9	COG0125	Thymidylate kinase
OLJJHEEP_00069	CDS	948	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
OLJJHEEP_00070	CDS	1449	glnG		COG2204	DNA-binding transcriptional regulator NtrC
OLJJHEEP_00071	CDS	1089	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
OLJJHEEP_00072	CDS	399				hypothetical protein
OLJJHEEP_00073	CDS	1044				hypothetical protein
OLJJHEEP_00074	CDS	543				hypothetical protein
OLJJHEEP_00075	CDS	633	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OLJJHEEP_00076	CDS	624				hypothetical protein
OLJJHEEP_00077	CDS	1920	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
OLJJHEEP_00078	CDS	300				hypothetical protein
OLJJHEEP_00079	CDS	219				hypothetical protein
OLJJHEEP_00080	CDS	642	tesA	3.1.1.1	COG2755	Esterase TesA
OLJJHEEP_00081	CDS	1071	trpD_1	2.4.2.18		Anthranilate phosphoribosyltransferase
OLJJHEEP_00082	CDS	921				hypothetical protein
OLJJHEEP_00083	CDS	516				hypothetical protein
OLJJHEEP_00084	CDS	372				hypothetical protein
OLJJHEEP_00085	CDS	1341	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OLJJHEEP_00086	CDS	732	thiO	1.4.3.19		Glycine oxidase
OLJJHEEP_00087	CDS	1131	arc		COG0464	Proteasome-associated ATPase
OLJJHEEP_00088	CDS	1467	dop	3.4.-.-		Pup deamidase/depupylase
OLJJHEEP_00089	CDS	1188				hypothetical protein
OLJJHEEP_00090	CDS	1077	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
