locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGLDHNFD_00001	CDS	402			COG1396	putative HTH-type transcriptional regulator
EGLDHNFD_00002	CDS	459				hypothetical protein
EGLDHNFD_00003	CDS	198	cspLA		COG1278	Cold shock-like protein CspLA
EGLDHNFD_00004	CDS	2226	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
EGLDHNFD_00005	CDS	1179	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
EGLDHNFD_00006	CDS	1680				hypothetical protein
EGLDHNFD_00007	CDS	957	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
EGLDHNFD_00008	CDS	465	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
EGLDHNFD_00009	CDS	513	smpB_1		COG0691	SsrA-binding protein
EGLDHNFD_00010	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EGLDHNFD_00011	CDS	840				hypothetical protein
EGLDHNFD_00012	CDS	447				hypothetical protein
EGLDHNFD_00013	CDS	1539				hypothetical protein
EGLDHNFD_00014	CDS	330	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
EGLDHNFD_00015	CDS	855	ydcV			Inner membrane ABC transporter permease protein YdcV
EGLDHNFD_00016	CDS	1419	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
EGLDHNFD_00017	CDS	1008	pat	2.6.1.-	COG0079	Putative phenylalanine aminotransferase
EGLDHNFD_00018	CDS	996	yedA			putative inner membrane transporter YedA
EGLDHNFD_00019	CDS	405				hypothetical protein
EGLDHNFD_00020	CDS	696				hypothetical protein
EGLDHNFD_00021	CDS	1182	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EGLDHNFD_00022	CDS	651		1.-.-.-	COG1028	putative oxidoreductase
EGLDHNFD_00023	CDS	705				hypothetical protein
EGLDHNFD_00024	CDS	885				hypothetical protein
EGLDHNFD_00025	CDS	297				hypothetical protein
EGLDHNFD_00026	CDS	915	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
EGLDHNFD_00027	CDS	966	rarD_1		COG2962	Protein RarD
EGLDHNFD_00028	CDS	999	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
EGLDHNFD_00029	CDS	237	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EGLDHNFD_00030	CDS	240				hypothetical protein
EGLDHNFD_00031	CDS	441	rplO		COG0200	50S ribosomal protein L15
EGLDHNFD_00032	CDS	183	rpmD		COG1841	50S ribosomal protein L30
EGLDHNFD_00033	CDS	585	rpsE		COG0098	30S ribosomal protein S5
EGLDHNFD_00034	CDS	390	rplR		COG0256	50S ribosomal protein L18
EGLDHNFD_00035	CDS	537	rplF		COG0097	50S ribosomal protein L6
EGLDHNFD_00036	CDS	393	rpsH		COG0096	30S ribosomal protein S8
EGLDHNFD_00037	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
EGLDHNFD_00038	CDS	468	rplE		COG0094	50S ribosomal protein L5
EGLDHNFD_00039	CDS	414	farR			HTH-type transcriptional regulator FarR
EGLDHNFD_00040	CDS	1152	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
EGLDHNFD_00041	CDS	597	comR			HTH-type transcriptional repressor ComR
EGLDHNFD_00042	CDS	876	dhaA	3.8.1.5		Haloalkane dehalogenase 3
EGLDHNFD_00043	CDS	969	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
EGLDHNFD_00044	CDS	258				hypothetical protein
EGLDHNFD_00045	CDS	609	purN_1	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
EGLDHNFD_00046	CDS	2244	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
EGLDHNFD_00047	CDS	1488	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
EGLDHNFD_00048	CDS	579				hypothetical protein
EGLDHNFD_00049	CDS	858				hypothetical protein
EGLDHNFD_00050	CDS	888				hypothetical protein
EGLDHNFD_00051	CDS	198				hypothetical protein
EGLDHNFD_00052	CDS	432				hypothetical protein
EGLDHNFD_00053	CDS	429				hypothetical protein
EGLDHNFD_00054	CDS	426				hypothetical protein
EGLDHNFD_00055	CDS	135				hypothetical protein
EGLDHNFD_00056	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EGLDHNFD_00057	CDS	891	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EGLDHNFD_00058	CDS	258	dut_1	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
EGLDHNFD_00059	CDS	789				hypothetical protein
EGLDHNFD_00060	CDS	447				hypothetical protein
EGLDHNFD_00061	CDS	786				hypothetical protein
EGLDHNFD_00062	CDS	459	trkA_1		COG0569	Trk system potassium uptake protein TrkA
EGLDHNFD_00063	CDS	474				hypothetical protein
EGLDHNFD_00064	CDS	2592				hypothetical protein
EGLDHNFD_00065	CDS	555				hypothetical protein
EGLDHNFD_00066	CDS	672	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
EGLDHNFD_00067	CDS	1113	adhB	1.1.1.1	COG1062	Alcohol dehydrogenase B
EGLDHNFD_00068	CDS	570				hypothetical protein
EGLDHNFD_00069	CDS	822				hypothetical protein
EGLDHNFD_00070	CDS	762	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
EGLDHNFD_00071	CDS	246				hypothetical protein
EGLDHNFD_00072	CDS	276				hypothetical protein
EGLDHNFD_00073	CDS	654				hypothetical protein
EGLDHNFD_00074	CDS	222				hypothetical protein
