locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJGAOBKJ_00001	CDS	1065	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
IJGAOBKJ_00002	CDS	600				hypothetical protein
IJGAOBKJ_00003	CDS	450				hypothetical protein
IJGAOBKJ_00004	CDS	639	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
IJGAOBKJ_00005	CDS	1296				hypothetical protein
IJGAOBKJ_00006	CDS	1104	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
IJGAOBKJ_00007	CDS	588	leuD1_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
IJGAOBKJ_00008	CDS	1398	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IJGAOBKJ_00009	CDS	1302				hypothetical protein
IJGAOBKJ_00010	CDS	1227	nhaS3_1			High-affinity Na(+)/H(+) antiporter NhaS3
IJGAOBKJ_00011	CDS	342				hypothetical protein
IJGAOBKJ_00012	CDS	588				hypothetical protein
IJGAOBKJ_00013	CDS	2079	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IJGAOBKJ_00014	CDS	1083	dadX_1	5.1.1.1	COG0787	Alanine racemase, catabolic
IJGAOBKJ_00015	CDS	429	tsaE_1		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IJGAOBKJ_00016	CDS	696				hypothetical protein
IJGAOBKJ_00017	CDS	447	rimI_1	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
IJGAOBKJ_00018	CDS	1002	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
IJGAOBKJ_00019	CDS	294	groS_1		COG0234	10 kDa chaperonin
IJGAOBKJ_00020	CDS	1629	groL2			60 kDa chaperonin 2
IJGAOBKJ_00021	CDS	342	aroH_1	5.4.99.5	COG4401	Chorismate mutase AroH
IJGAOBKJ_00022	CDS	1008	aroF_1	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
IJGAOBKJ_00023	CDS	834	tyrC_1	1.3.1.43		Cyclohexadienyl dehydrogenase
IJGAOBKJ_00024	CDS	1320	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
IJGAOBKJ_00025	CDS	789	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IJGAOBKJ_00026	CDS	1179	aroC_1	4.2.3.5	COG0082	Chorismate synthase
IJGAOBKJ_00027	CDS	510	aroK_1	2.7.1.71	COG0703	Shikimate kinase
IJGAOBKJ_00028	CDS	1002	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
IJGAOBKJ_00029	CDS	432	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
IJGAOBKJ_00030	CDS	816	pheA_1		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
IJGAOBKJ_00031	CDS	1086				hypothetical protein
IJGAOBKJ_00032	CDS	525	gtaB_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
IJGAOBKJ_00033	CDS	1305	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IJGAOBKJ_00034	CDS	465				hypothetical protein
IJGAOBKJ_00035	CDS	267				hypothetical protein
IJGAOBKJ_00036	CDS	1050	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
IJGAOBKJ_00037	CDS	972	prfB_1			Peptide chain release factor 2
IJGAOBKJ_00038	CDS	1476	lysS_1	6.1.1.6		Lysine--tRNA ligase
IJGAOBKJ_00039	CDS	156				hypothetical protein
IJGAOBKJ_00040	CDS	285				hypothetical protein
IJGAOBKJ_00041	CDS	1029				hypothetical protein
IJGAOBKJ_00042	CDS	1563				hypothetical protein
IJGAOBKJ_00043	CDS	444	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
IJGAOBKJ_00044	CDS	366	crcB_1			Putative fluoride ion transporter CrcB
IJGAOBKJ_00045	CDS	843	rnz_1	3.1.26.11	COG1234	Ribonuclease Z
IJGAOBKJ_00046	CDS	864				hypothetical protein
IJGAOBKJ_00047	CDS	612	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
IJGAOBKJ_00048	CDS	1059				hypothetical protein
IJGAOBKJ_00049	CDS	1341	atpA_1	7.1.2.2	COG0056	ATP synthase subunit alpha
IJGAOBKJ_00050	CDS	879	atpG_1		COG0224	ATP synthase gamma chain
IJGAOBKJ_00051	CDS	1419	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
IJGAOBKJ_00052	CDS	387	atpC_1			ATP synthase epsilon chain
IJGAOBKJ_00053	CDS	528	scpB_1		COG1386	Segregation and condensation protein B
IJGAOBKJ_00054	CDS	657	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
IJGAOBKJ_00055	CDS	624	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
IJGAOBKJ_00056	CDS	1029	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
IJGAOBKJ_00057	CDS	1302	der_1		COG1160	GTPase Der
IJGAOBKJ_00058	CDS	279	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase chain 2
IJGAOBKJ_00059	CDS	1278	nuoF_1	7.1.1.-		NADH-quinone oxidoreductase subunit F
IJGAOBKJ_00060	CDS	528	cas9	3.1.-.-		CRISPR-associated endonuclease Cas9
IJGAOBKJ_00061	CDS	2064	btuB_1			Vitamin B12 transporter BtuB
IJGAOBKJ_00062	CDS	261				hypothetical protein
IJGAOBKJ_00063	CDS	459				hypothetical protein
IJGAOBKJ_00064	CDS	825	rnz_2	3.1.26.11	COG1234	Ribonuclease Z
IJGAOBKJ_00065	CDS	1269		1.14.-.-	COG2124	Putative cytochrome P450 136
IJGAOBKJ_00066	CDS	603	alkA_1	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
IJGAOBKJ_00067	CDS	549				hypothetical protein
IJGAOBKJ_00068	CDS	870				hypothetical protein
IJGAOBKJ_00069	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
IJGAOBKJ_00070	CDS	2514				hypothetical protein
IJGAOBKJ_00071	CDS	1059	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
IJGAOBKJ_00072	CDS	861	accD_1	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IJGAOBKJ_00073	CDS	264	rpsO_1			30S ribosomal protein S15
IJGAOBKJ_00074	CDS	2112	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
IJGAOBKJ_00075	CDS	864	sigA_1			RNA polymerase sigma factor SigA
IJGAOBKJ_00076	CDS	645	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
IJGAOBKJ_00077	CDS	744				hypothetical protein
IJGAOBKJ_00078	CDS	1032	sphX_1		COG0226	Protein SphX
IJGAOBKJ_00079	CDS	609				hypothetical protein
IJGAOBKJ_00080	CDS	570	senX3_1	2.7.13.3		Signal-transduction histidine kinase senX3
IJGAOBKJ_00081	CDS	702	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
IJGAOBKJ_00082	CDS	642	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
IJGAOBKJ_00083	CDS	744	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
IJGAOBKJ_00084	CDS	606				hypothetical protein
IJGAOBKJ_00085	CDS	273	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IJGAOBKJ_00086	CDS	627	rplD_1			50S ribosomal protein L4
IJGAOBKJ_00087	CDS	291	rplW_1		COG0089	50S ribosomal protein L23
IJGAOBKJ_00088	CDS	825	rplB_1		COG0090	50S ribosomal protein L2
IJGAOBKJ_00089	CDS	267	rpsS_1		COG0185	30S ribosomal protein S19
IJGAOBKJ_00090	CDS	402				hypothetical protein
IJGAOBKJ_00091	CDS	1134	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
IJGAOBKJ_00092	CDS	597	metXA_2		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
IJGAOBKJ_00093	CDS	720	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
IJGAOBKJ_00094	CDS	402				hypothetical protein
IJGAOBKJ_00095	CDS	255	rpmA_1		COG0211	50S ribosomal protein L27
IJGAOBKJ_00096	CDS	1398	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IJGAOBKJ_00097	CDS	1302	entS_1			Enterobactin exporter EntS
IJGAOBKJ_00098	CDS	1548	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
IJGAOBKJ_00099	CDS	231				hypothetical protein
IJGAOBKJ_00100	CDS	1002	cysK	2.5.1.47		Cysteine synthase
IJGAOBKJ_00101	CDS	576	cysE	2.3.1.30	COG1045	Serine acetyltransferase
IJGAOBKJ_00102	CDS	696	blh	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
IJGAOBKJ_00103	CDS	285	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
IJGAOBKJ_00104	CDS	1266	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
IJGAOBKJ_00105	CDS	798		4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
IJGAOBKJ_00106	CDS	462				hypothetical protein
IJGAOBKJ_00107	CDS	1983	uvrB_1		COG0556	UvrABC system protein B
IJGAOBKJ_00108	CDS	423	hspA		COG0071	Spore protein SP21
IJGAOBKJ_00109	CDS	636	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
IJGAOBKJ_00110	CDS	654	hemW_1		COG0635	Heme chaperone HemW
IJGAOBKJ_00111	CDS	774	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
IJGAOBKJ_00112	CDS	255			COG5007	putative protein
IJGAOBKJ_00113	CDS	315	grxD		COG0278	Glutaredoxin 4
IJGAOBKJ_00114	tRNA	73				tRNA-Glu(ttc)
IJGAOBKJ_00115	CDS	114				hypothetical protein
IJGAOBKJ_00116	CDS	1548	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
IJGAOBKJ_00117	CDS	312				hypothetical protein
IJGAOBKJ_00118	CDS	1869	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
IJGAOBKJ_00119	CDS	1305				hypothetical protein
IJGAOBKJ_00120	CDS	534				hypothetical protein
IJGAOBKJ_00121	tRNA	75				tRNA-Val(tac)
IJGAOBKJ_00122	tRNA	77				tRNA-Asp(gtc)
IJGAOBKJ_00123	CDS	366	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
IJGAOBKJ_00124	CDS	501	nuoB_1	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
IJGAOBKJ_00125	CDS	573	ndhJ_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
IJGAOBKJ_00126	CDS	1179	nuoD_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
IJGAOBKJ_00127	CDS	624				hypothetical protein
IJGAOBKJ_00128	CDS	1098	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
IJGAOBKJ_00129	CDS	615	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
IJGAOBKJ_00130	CDS	1365	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
IJGAOBKJ_00131	CDS	213				hypothetical protein
IJGAOBKJ_00132	CDS	315				hypothetical protein
IJGAOBKJ_00133	CDS	1248	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
IJGAOBKJ_00134	CDS	1470	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IJGAOBKJ_00135	CDS	219				hypothetical protein
IJGAOBKJ_00136	CDS	726	recO_1		COG1381	DNA repair protein RecO
IJGAOBKJ_00137	CDS	861	era_1		COG1159	GTPase Era
IJGAOBKJ_00138	CDS	618	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
IJGAOBKJ_00139	CDS	333	rnpA_1	3.1.26.5		Ribonuclease P protein component
IJGAOBKJ_00140	CDS	246	yidD_1		COG0759	Putative membrane protein insertion efficiency factor
IJGAOBKJ_00141	CDS	1728	yidC_1			Membrane protein insertase YidC
IJGAOBKJ_00142	CDS	441				hypothetical protein
IJGAOBKJ_00143	tRNA	72				tRNA-Cys(gca)
IJGAOBKJ_00144	CDS	219				hypothetical protein
IJGAOBKJ_00145	CDS	759	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
IJGAOBKJ_00146	CDS	351				hypothetical protein
IJGAOBKJ_00147	CDS	774				hypothetical protein
IJGAOBKJ_00148	CDS	522				hypothetical protein
IJGAOBKJ_00149	CDS	606	ywlC_1	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IJGAOBKJ_00150	CDS	1770	actP_1			Cation/acetate symporter ActP
IJGAOBKJ_00151	CDS	426				hypothetical protein
IJGAOBKJ_00152	CDS	813	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
IJGAOBKJ_00153	CDS	558				hypothetical protein
IJGAOBKJ_00154	CDS	765				hypothetical protein
IJGAOBKJ_00155	CDS	1665	recA_1			Protein RecA
IJGAOBKJ_00156	CDS	5010				hypothetical protein
IJGAOBKJ_00157	CDS	432		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
IJGAOBKJ_00158	CDS	447				hypothetical protein
IJGAOBKJ_00159	CDS	783	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
IJGAOBKJ_00160	CDS	576				hypothetical protein
IJGAOBKJ_00161	CDS	366				hypothetical protein
IJGAOBKJ_00162	CDS	879	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
IJGAOBKJ_00163	CDS	384				hypothetical protein
IJGAOBKJ_00164	tRNA	75				tRNA-Val(gac)
IJGAOBKJ_00165	CDS	663				hypothetical protein
IJGAOBKJ_00166	CDS	1119				hypothetical protein
IJGAOBKJ_00167	CDS	1263				hypothetical protein
IJGAOBKJ_00168	CDS	855	ydcV_1			Inner membrane ABC transporter permease protein YdcV
IJGAOBKJ_00169	CDS	801				hypothetical protein
IJGAOBKJ_00170	CDS	999				hypothetical protein
IJGAOBKJ_00171	CDS	1035				hypothetical protein
IJGAOBKJ_00172	CDS	537				hypothetical protein
IJGAOBKJ_00173	CDS	360				hypothetical protein
IJGAOBKJ_00174	CDS	867	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IJGAOBKJ_00175	CDS	789	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IJGAOBKJ_00176	CDS	1203	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
IJGAOBKJ_00177	CDS	630	trpF_1	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
IJGAOBKJ_00178	CDS	786	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
IJGAOBKJ_00179	CDS	585				hypothetical protein
IJGAOBKJ_00180	CDS	1551	yidK		COG4146	putative symporter YidK
IJGAOBKJ_00181	CDS	1044	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
IJGAOBKJ_00182	CDS	975	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
IJGAOBKJ_00183	CDS	666	tal_1	2.2.1.2	COG0176	Transaldolase
IJGAOBKJ_00184	CDS	261				hypothetical protein
IJGAOBKJ_00185	CDS	783				hypothetical protein
IJGAOBKJ_00186	CDS	1023	corA		COG0598	Cobalt/magnesium transport protein CorA
IJGAOBKJ_00187	tRNA	73				tRNA-His(gtg)
IJGAOBKJ_00188	CDS	348				hypothetical protein
IJGAOBKJ_00189	CDS	270				hypothetical protein
IJGAOBKJ_00190	CDS	3453	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
IJGAOBKJ_00191	CDS	330			COG0327	GTP cyclohydrolase 1 type 2 
IJGAOBKJ_00192	CDS	537	nudC	3.6.1.22		NADH pyrophosphatase
IJGAOBKJ_00193	CDS	354				hypothetical protein
IJGAOBKJ_00194	CDS	1245				hypothetical protein
IJGAOBKJ_00195	CDS	1050				hypothetical protein
IJGAOBKJ_00196	CDS	1200	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
IJGAOBKJ_00197	CDS	639	pyrF_1	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IJGAOBKJ_00198	CDS	678	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
IJGAOBKJ_00199	CDS	369	rplN_1			50S ribosomal protein L14
IJGAOBKJ_00200	CDS	303	rplX_1			50S ribosomal protein L24
IJGAOBKJ_00201	CDS	546	rplE_1		COG0094	50S ribosomal protein L5
IJGAOBKJ_00202	CDS	306	rpsN_1		COG0199	30S ribosomal protein S14
