locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHCKBOLH_00001	CDS	645				hypothetical protein
EHCKBOLH_00002	CDS	948	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
EHCKBOLH_00003	CDS	753				hypothetical protein
EHCKBOLH_00004	CDS	1260	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EHCKBOLH_00005	CDS	213				hypothetical protein
EHCKBOLH_00006	CDS	1206	mdeA_1	4.4.1.11		L-methionine gamma-lyase
EHCKBOLH_00007	CDS	1425				hypothetical protein
EHCKBOLH_00008	CDS	1035	futA1			Iron uptake protein A1
EHCKBOLH_00009	CDS	711	cuyA_1	4.4.1.25	COG2515	L-cysteate sulfo-lyase
EHCKBOLH_00010	CDS	891	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EHCKBOLH_00011	CDS	1176	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EHCKBOLH_00012	CDS	948	mcl1_1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
EHCKBOLH_00013	CDS	2739	ppc_1	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
EHCKBOLH_00014	CDS	1251	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
EHCKBOLH_00015	CDS	2085				hypothetical protein
EHCKBOLH_00016	CDS	996				hypothetical protein
EHCKBOLH_00017	CDS	918				hypothetical protein
EHCKBOLH_00018	CDS	546				hypothetical protein
EHCKBOLH_00019	CDS	249				hypothetical protein
EHCKBOLH_00020	CDS	408	hslR_1		COG1188	Heat shock protein 15
EHCKBOLH_00021	CDS	630				hypothetical protein
EHCKBOLH_00022	CDS	603	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
EHCKBOLH_00023	CDS	723	rph_1	2.7.7.56	COG0689	Ribonuclease PH
EHCKBOLH_00024	CDS	603	rdgB_1	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EHCKBOLH_00025	CDS	750	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EHCKBOLH_00026	CDS	498	magA_1		COG0475	Iron transporter MagA
EHCKBOLH_00027	CDS	210				hypothetical protein
EHCKBOLH_00028	CDS	249				hypothetical protein
EHCKBOLH_00029	CDS	1146	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EHCKBOLH_00030	CDS	384				hypothetical protein
EHCKBOLH_00031	CDS	186				hypothetical protein
EHCKBOLH_00032	CDS	855				hypothetical protein
EHCKBOLH_00033	CDS	906				hypothetical protein
EHCKBOLH_00034	CDS	2007	uup_1		COG0488	ABC transporter ATP-binding protein uup
EHCKBOLH_00035	CDS	1428	ycaD_1			putative MFS-type transporter YcaD
EHCKBOLH_00036	CDS	483	greA_1		COG0782	Transcription elongation factor GreA
EHCKBOLH_00037	CDS	2565	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EHCKBOLH_00038	CDS	1452	polC	2.7.7.7		DNA polymerase III PolC-type
EHCKBOLH_00039	CDS	1458				hypothetical protein
EHCKBOLH_00040	CDS	723	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
EHCKBOLH_00041	CDS	492	folK_1	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
EHCKBOLH_00042	CDS	324	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EHCKBOLH_00043	CDS	558				hypothetical protein
EHCKBOLH_00044	CDS	324	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
EHCKBOLH_00045	CDS	294				hypothetical protein
EHCKBOLH_00046	CDS	474				hypothetical protein
EHCKBOLH_00047	CDS	96				hypothetical protein
EHCKBOLH_00048	CDS	753	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
EHCKBOLH_00049	CDS	1005	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
EHCKBOLH_00050	CDS	867				hypothetical protein
EHCKBOLH_00051	CDS	666	gmk	2.7.4.8	COG0194	Guanylate kinase
