locus_tag	ftype	length_bp	gene	EC_number	COG	product
LJNCAEDH_00001	CDS	216				hypothetical protein
LJNCAEDH_00002	CDS	297				hypothetical protein
LJNCAEDH_00003	CDS	888	ykuT		COG0668	putative MscS family protein YkuT
LJNCAEDH_00004	CDS	390				hypothetical protein
LJNCAEDH_00005	CDS	1248	tuf_1			Elongation factor Tu
LJNCAEDH_00006	CDS	543				hypothetical protein
LJNCAEDH_00007	CDS	1227				hypothetical protein
LJNCAEDH_00008	CDS	600	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LJNCAEDH_00009	CDS	1140				hypothetical protein
LJNCAEDH_00010	CDS	2187				hypothetical protein
LJNCAEDH_00011	CDS	738	rnhB			Ribonuclease HII
LJNCAEDH_00012	CDS	2019				hypothetical protein
LJNCAEDH_00013	CDS	117				hypothetical protein
LJNCAEDH_00014	CDS	1017	crtB_1	2.5.1.32	COG1562	15-cis-phytoene synthase
LJNCAEDH_00015	CDS	822				hypothetical protein
LJNCAEDH_00016	CDS	3048	purL_1	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
LJNCAEDH_00017	CDS	1713	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
LJNCAEDH_00018	CDS	804	pyrF_1			Orotidine 5'-phosphate decarboxylase
LJNCAEDH_00019	CDS	231				hypothetical protein
LJNCAEDH_00020	CDS	636				hypothetical protein
LJNCAEDH_00021	CDS	1299	ftsY_1			Signal recognition particle receptor FtsY
LJNCAEDH_00022	CDS	519	pfdA_1			Prefoldin subunit alpha
LJNCAEDH_00023	CDS	912				hypothetical protein
LJNCAEDH_00024	CDS	882	cysC	2.7.1.25		Adenylyl-sulfate kinase
LJNCAEDH_00025	CDS	681				hypothetical protein
LJNCAEDH_00026	CDS	2385				hypothetical protein
LJNCAEDH_00027	CDS	1353	allB	3.5.2.5	COG0044	Allantoinase
LJNCAEDH_00028	CDS	147				hypothetical protein
LJNCAEDH_00029	CDS	1047	ltaA_1	4.1.2.49		L-allo-threonine aldolase
LJNCAEDH_00030	CDS	930				hypothetical protein
LJNCAEDH_00031	CDS	957	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LJNCAEDH_00032	CDS	882				hypothetical protein
LJNCAEDH_00033	CDS	1353				hypothetical protein
LJNCAEDH_00034	CDS	342				hypothetical protein
LJNCAEDH_00035	CDS	363				hypothetical protein
LJNCAEDH_00036	CDS	288				hypothetical protein
LJNCAEDH_00037	CDS	1092				hypothetical protein
LJNCAEDH_00038	CDS	873	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
LJNCAEDH_00039	CDS	570				hypothetical protein
LJNCAEDH_00040	CDS	354				hypothetical protein
LJNCAEDH_00041	CDS	1431				hypothetical protein
LJNCAEDH_00042	CDS	360				hypothetical protein
LJNCAEDH_00043	CDS	1179				hypothetical protein
LJNCAEDH_00044	CDS	615				hypothetical protein
LJNCAEDH_00045	CDS	543				hypothetical protein
LJNCAEDH_00046	CDS	441				hypothetical protein
LJNCAEDH_00047	CDS	582				hypothetical protein
LJNCAEDH_00048	CDS	333	emrE		COG2076	Multidrug transporter EmrE
LJNCAEDH_00049	CDS	348				hypothetical protein
LJNCAEDH_00050	CDS	666	rutC_1	1.-.-.-		Putative aminoacrylate peracid reductase RutC
LJNCAEDH_00051	CDS	489				hypothetical protein
LJNCAEDH_00052	CDS	780	folP	2.5.1.15	COG0294	Dihydropteroate synthase
LJNCAEDH_00053	CDS	1158				hypothetical protein
LJNCAEDH_00054	CDS	1467				hypothetical protein
LJNCAEDH_00055	CDS	216				hypothetical protein
LJNCAEDH_00056	CDS	180				hypothetical protein
LJNCAEDH_00057	CDS	894		4.2.1.150	COG1024	Crotonyl-CoA hydratase
LJNCAEDH_00058	CDS	1611		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
LJNCAEDH_00059	CDS	1296				hypothetical protein
LJNCAEDH_00060	CDS	729				hypothetical protein
LJNCAEDH_00061	CDS	882				hypothetical protein
LJNCAEDH_00062	CDS	546				hypothetical protein
LJNCAEDH_00063	CDS	1674	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
LJNCAEDH_00064	CDS	858	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
LJNCAEDH_00065	CDS	576				hypothetical protein
LJNCAEDH_00066	CDS	627	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
