locus_tag	ftype	length_bp	gene	EC_number	COG	product
OBKJOCCC_00001	CDS	270	rssB_1			Regulator of RpoS
OBKJOCCC_00002	CDS	768	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
OBKJOCCC_00003	CDS	3267	speE_1	2.5.1.16		Polyamine aminopropyltransferase
OBKJOCCC_00004	CDS	510	yrdA		COG0663	Protein YrdA
OBKJOCCC_00005	CDS	717	plsC_1	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
OBKJOCCC_00006	CDS	723				hypothetical protein
OBKJOCCC_00007	CDS	1188			COG4398	putative protein
OBKJOCCC_00008	CDS	1410	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
OBKJOCCC_00009	CDS	543				hypothetical protein
OBKJOCCC_00010	CDS	1191	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OBKJOCCC_00011	CDS	735				hypothetical protein
OBKJOCCC_00012	CDS	681	pgl	3.1.1.31		6-phosphogluconolactonase
OBKJOCCC_00013	CDS	984		1.1.1.81	COG0111	Hydroxypyruvate reductase
OBKJOCCC_00014	CDS	885	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OBKJOCCC_00015	CDS	357				hypothetical protein
OBKJOCCC_00016	CDS	438				hypothetical protein
OBKJOCCC_00017	CDS	489	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
OBKJOCCC_00018	CDS	1428	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
OBKJOCCC_00019	CDS	684	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
OBKJOCCC_00020	CDS	615	tpm	2.1.1.67		Thiopurine S-methyltransferase
OBKJOCCC_00021	CDS	939		1.1.1.81	COG0111	Hydroxypyruvate reductase
OBKJOCCC_00022	CDS	1191				hypothetical protein
OBKJOCCC_00023	CDS	375	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
OBKJOCCC_00024	CDS	1353	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OBKJOCCC_00025	CDS	1110	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
OBKJOCCC_00026	CDS	900				hypothetical protein
OBKJOCCC_00027	CDS	1170				hypothetical protein
OBKJOCCC_00028	CDS	924	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
OBKJOCCC_00029	CDS	1476	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
OBKJOCCC_00030	CDS	1209	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OBKJOCCC_00031	CDS	690	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
OBKJOCCC_00032	CDS	1332	macA_1		COG0845	Macrolide export protein MacA
OBKJOCCC_00033	CDS	1125				hypothetical protein
OBKJOCCC_00034	CDS	282				hypothetical protein
OBKJOCCC_00035	CDS	1530				hypothetical protein
OBKJOCCC_00036	CDS	1068	neuB	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
OBKJOCCC_00037	CDS	642	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OBKJOCCC_00038	CDS	1515				hypothetical protein
OBKJOCCC_00039	CDS	132				hypothetical protein
OBKJOCCC_00040	CDS	231				hypothetical protein
OBKJOCCC_00041	CDS	201				hypothetical protein
OBKJOCCC_00042	CDS	1179	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
OBKJOCCC_00043	CDS	1134	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OBKJOCCC_00044	CDS	951	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OBKJOCCC_00045	CDS	1797				hypothetical protein
OBKJOCCC_00046	CDS	897				hypothetical protein
OBKJOCCC_00047	CDS	996	pqqE_1	1.21.98.4		PqqA peptide cyclase
OBKJOCCC_00048	CDS	987	rfaQ_1	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
OBKJOCCC_00049	CDS	1068				hypothetical protein
OBKJOCCC_00050	CDS	153				hypothetical protein
OBKJOCCC_00051	CDS	657	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
OBKJOCCC_00052	CDS	534	flgH			Flagellar L-ring protein
OBKJOCCC_00053	CDS	348				hypothetical protein
OBKJOCCC_00054	CDS	372				hypothetical protein
OBKJOCCC_00055	CDS	1128	flgI			Flagellar P-ring protein
OBKJOCCC_00056	CDS	417				hypothetical protein
OBKJOCCC_00057	CDS	504				hypothetical protein
OBKJOCCC_00058	CDS	1692	flgK_1		COG1256	Flagellar hook-associated protein 1
OBKJOCCC_00059	CDS	1521				hypothetical protein
OBKJOCCC_00060	CDS	2250				hypothetical protein
OBKJOCCC_00061	CDS	759				hypothetical protein
OBKJOCCC_00062	CDS	264	acpP			Acyl carrier protein
OBKJOCCC_00063	CDS	1386				hypothetical protein
OBKJOCCC_00064	CDS	1446				hypothetical protein
OBKJOCCC_00065	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OBKJOCCC_00066	CDS	426	fabZ_1	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OBKJOCCC_00067	CDS	804	fabI	1.3.1.39		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI
OBKJOCCC_00068	CDS	1848				hypothetical protein
OBKJOCCC_00069	CDS	813				hypothetical protein
OBKJOCCC_00070	CDS	366	srrA		COG0745	Transcriptional regulatory protein SrrA
