locus_tag	ftype	length_bp	gene	EC_number	COG	product
KPBANKLD_00001	CDS	426				hypothetical protein
KPBANKLD_00002	CDS	783	nadE_1	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KPBANKLD_00003	CDS	306	bphA3_1			Biphenyl dioxygenase ferredoxin subunit
KPBANKLD_00004	CDS	114				hypothetical protein
KPBANKLD_00005	CDS	552	pdaD_1	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
KPBANKLD_00006	CDS	1146				hypothetical protein
KPBANKLD_00007	CDS	573				hypothetical protein
KPBANKLD_00008	CDS	1773	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
KPBANKLD_00009	CDS	171				hypothetical protein
KPBANKLD_00010	CDS	258				hypothetical protein
KPBANKLD_00011	CDS	540	ppa_1	3.6.1.1		Inorganic pyrophosphatase
KPBANKLD_00012	CDS	420				hypothetical protein
KPBANKLD_00013	CDS	132				hypothetical protein
KPBANKLD_00014	tRNA	96				tRNA-Val(cac)
KPBANKLD_00015	CDS	249				hypothetical protein
KPBANKLD_00016	CDS	168				hypothetical protein
KPBANKLD_00017	CDS	147				hypothetical protein
KPBANKLD_00018	CDS	381				hypothetical protein
KPBANKLD_00019	CDS	141				hypothetical protein
KPBANKLD_00020	CDS	249				hypothetical protein
KPBANKLD_00021	CDS	1434	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KPBANKLD_00022	CDS	2160	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
KPBANKLD_00023	CDS	435	purQ_1	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
KPBANKLD_00024	CDS	1002	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
KPBANKLD_00025	CDS	462				hypothetical protein
KPBANKLD_00026	CDS	279				hypothetical protein
KPBANKLD_00027	CDS	213				hypothetical protein
KPBANKLD_00028	CDS	312				hypothetical protein
KPBANKLD_00029	CDS	564				hypothetical protein
KPBANKLD_00030	CDS	1050	adhT_1	1.1.1.1		Alcohol dehydrogenase
KPBANKLD_00031	CDS	681				hypothetical protein
KPBANKLD_00032	CDS	579	scpB_1			Segregation and condensation protein B
KPBANKLD_00033	CDS	384				hypothetical protein
KPBANKLD_00034	CDS	300				hypothetical protein
KPBANKLD_00035	CDS	249				hypothetical protein
KPBANKLD_00036	CDS	957				hypothetical protein
KPBANKLD_00037	CDS	771	sufC_1		COG0396	Vegetative protein 296
KPBANKLD_00038	CDS	675			COG3253	putative protein/MSMEI_2713
KPBANKLD_00039	CDS	999	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
KPBANKLD_00040	CDS	339				hypothetical protein
KPBANKLD_00041	CDS	1023				hypothetical protein
KPBANKLD_00042	CDS	1686				hypothetical protein
KPBANKLD_00043	CDS	183				hypothetical protein
KPBANKLD_00044	CDS	330				hypothetical protein
KPBANKLD_00045	CDS	1107	sucC_1	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
KPBANKLD_00046	CDS	918	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
KPBANKLD_00047	CDS	249				hypothetical protein
KPBANKLD_00048	tRNA	98				tRNA-Val(cac)
KPBANKLD_00049	CDS	132				hypothetical protein
KPBANKLD_00050	CDS	420				hypothetical protein
KPBANKLD_00051	CDS	540	ppa_2	3.6.1.1		Inorganic pyrophosphatase
KPBANKLD_00052	CDS	258				hypothetical protein
KPBANKLD_00053	CDS	1773	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
KPBANKLD_00054	CDS	573				hypothetical protein
KPBANKLD_00055	CDS	1146				hypothetical protein
KPBANKLD_00056	CDS	552	pdaD_2	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
KPBANKLD_00057	CDS	231				hypothetical protein
KPBANKLD_00058	CDS	495				hypothetical protein
KPBANKLD_00059	CDS	498				hypothetical protein
KPBANKLD_00060	CDS	1023	rtcA_1	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
KPBANKLD_00061	CDS	495		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
KPBANKLD_00062	CDS	1131		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
KPBANKLD_00063	CDS	747				hypothetical protein
KPBANKLD_00064	CDS	1065				hypothetical protein
KPBANKLD_00065	CDS	642	prcB_1	3.4.25.1	COG0638	Proteasome subunit beta
KPBANKLD_00066	CDS	1704	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
KPBANKLD_00067	CDS	510				hypothetical protein
KPBANKLD_00068	CDS	285				hypothetical protein
KPBANKLD_00069	CDS	474				hypothetical protein
KPBANKLD_00070	CDS	3294				hypothetical protein
KPBANKLD_00071	CDS	1692				hypothetical protein
KPBANKLD_00072	CDS	1878				hypothetical protein
KPBANKLD_00073	CDS	819	hemA_1	1.2.1.70	COG0373	Glutamyl-tRNA reductase
KPBANKLD_00074	CDS	165				hypothetical protein
KPBANKLD_00075	CDS	837	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
KPBANKLD_00076	CDS	798	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
KPBANKLD_00077	CDS	321				hypothetical protein
KPBANKLD_00078	CDS	429				hypothetical protein
KPBANKLD_00079	CDS	1122				hypothetical protein
KPBANKLD_00080	CDS	1161				hypothetical protein
KPBANKLD_00081	CDS	297				hypothetical protein
KPBANKLD_00082	CDS	1548	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
KPBANKLD_00083	CDS	1494	cfiB_1	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
KPBANKLD_00084	CDS	513				hypothetical protein
KPBANKLD_00085	CDS	471	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
KPBANKLD_00086	CDS	381	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
KPBANKLD_00087	CDS	516	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
KPBANKLD_00088	CDS	639				hypothetical protein
KPBANKLD_00089	CDS	321				hypothetical protein
KPBANKLD_00090	CDS	243				hypothetical protein
KPBANKLD_00091	CDS	186				hypothetical protein
KPBANKLD_00092	CDS	234				hypothetical protein
KPBANKLD_00093	CDS	93				hypothetical protein
KPBANKLD_00094	CDS	252				hypothetical protein
KPBANKLD_00095	CDS	165				hypothetical protein
KPBANKLD_00096	CDS	282				hypothetical protein
KPBANKLD_00097	CDS	198				hypothetical protein
KPBANKLD_00098	CDS	585	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
KPBANKLD_00099	CDS	726	cobS_1	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
KPBANKLD_00100	CDS	972	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
KPBANKLD_00101	CDS	843	cobQ_1			Cobyric acid synthase
KPBANKLD_00102	CDS	1086	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
KPBANKLD_00103	CDS	1074	asd2_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
KPBANKLD_00104	CDS	453	asnC_1		COG1522	Regulatory protein AsnC
KPBANKLD_00105	CDS	930	ctaB_1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KPBANKLD_00106	CDS	189				hypothetical protein
KPBANKLD_00107	CDS	1074	ccr_1	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
KPBANKLD_00108	CDS	1329	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
KPBANKLD_00109	CDS	333				hypothetical protein
KPBANKLD_00110	CDS	441				hypothetical protein
KPBANKLD_00111	CDS	405				hypothetical protein
KPBANKLD_00112	CDS	411	yccU_1		COG1832	putative protein YccU
KPBANKLD_00113	CDS	429				hypothetical protein
KPBANKLD_00114	CDS	1212	OLA1_1			Obg-like ATPase 1
KPBANKLD_00115	CDS	183				hypothetical protein
KPBANKLD_00116	CDS	912				hypothetical protein
KPBANKLD_00117	CDS	153				hypothetical protein
KPBANKLD_00118	CDS	963				hypothetical protein
KPBANKLD_00119	CDS	675	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KPBANKLD_00120	CDS	1071				hypothetical protein
KPBANKLD_00121	CDS	495				hypothetical protein
KPBANKLD_00122	CDS	498				hypothetical protein
