locus_tag	ftype	length_bp	gene	EC_number	COG	product
NADILNJA_00001	CDS	144				hypothetical protein
NADILNJA_00002	CDS	1410				hypothetical protein
NADILNJA_00003	CDS	384				hypothetical protein
NADILNJA_00004	CDS	357				hypothetical protein
NADILNJA_00005	CDS	273				hypothetical protein
NADILNJA_00006	CDS	1146	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NADILNJA_00007	CDS	621				hypothetical protein
NADILNJA_00008	CDS	228				hypothetical protein
NADILNJA_00009	CDS	1236	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NADILNJA_00010	CDS	1077	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NADILNJA_00011	CDS	540	mshA_3	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
NADILNJA_00012	CDS	246				hypothetical protein
NADILNJA_00013	CDS	1638				putative protein
NADILNJA_00014	CDS	675	flhA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
NADILNJA_00015	CDS	825	sadH	1.-.-.-		Putative oxidoreductase SadH
NADILNJA_00016	CDS	1389	jefA			Drug efflux pump JefA
NADILNJA_00017	CDS	1230				hypothetical protein
NADILNJA_00018	CDS	426				hypothetical protein
NADILNJA_00019	CDS	615				hypothetical protein
NADILNJA_00020	CDS	687	bbsF_1	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
NADILNJA_00021	CDS	444				hypothetical protein
NADILNJA_00022	CDS	1185				hypothetical protein
NADILNJA_00023	CDS	1248				hypothetical protein
NADILNJA_00024	CDS	702	gsiD		COG1173	Glutathione transport system permease protein GsiD
NADILNJA_00025	CDS	1311	argG	6.3.4.5		Argininosuccinate synthase
NADILNJA_00026	CDS	525	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
NADILNJA_00027	CDS	1110	flhA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
NADILNJA_00028	CDS	1521	nagZ	3.2.1.52		Beta-hexosaminidase
NADILNJA_00029	CDS	231				hypothetical protein
NADILNJA_00030	CDS	915				hypothetical protein
NADILNJA_00031	CDS	885	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
NADILNJA_00032	CDS	429		1.14.15.14	COG2124	Methyl-branched lipid omega-hydroxylase
NADILNJA_00033	CDS	501		1.14.11.1		Gamma-butyrobetaine dioxygenase
NADILNJA_00034	CDS	894	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
NADILNJA_00035	CDS	1014	lcdH	1.1.1.108		L-carnitine dehydrogenase
NADILNJA_00036	CDS	195				hypothetical protein
NADILNJA_00037	CDS	183				hypothetical protein
NADILNJA_00038	CDS	798		1.14.11.57		L-proline trans-4-hydroxylase
NADILNJA_00039	CDS	735	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NADILNJA_00040	CDS	204				hypothetical protein
NADILNJA_00041	CDS	225				hypothetical protein
NADILNJA_00042	CDS	432				hypothetical protein
NADILNJA_00043	CDS	447				hypothetical protein
NADILNJA_00044	CDS	600	sodB	1.15.1.1		Superoxide dismutase [Fe]
NADILNJA_00045	CDS	585				hypothetical protein
